county_state,hyp_total_2009
"Pottawatomie, KS",33.62
"Pratt, KS",35.36
"Rawlins, KS",34.18
"Reno, KS",37.08
"Republic, KS",34.09
"Rice, KS",36.31
"Riley, KS",35.13
"Rooks, KS",35.9
"Rush, KS",36.95
"Russell, KS",37.57
"Saline, KS",36.42
"Scott, KS",34.62
"Sedgwick, KS",34.97
"Seward, KS",35.13
"Shawnee, KS",34.57
"Sheridan, KS",35.46
"Sherman, KS",37.09
"Smith, KS",36.22
"Stafford, KS",36.11
"Stanton, KS",34.83
"Stevens, KS",36.82
"Sumner, KS",36.88
"Thomas, KS",34.75
"Trego, KS",36.73
"Wabaunsee, KS",35.47
"Wallace, KS",36.17
"Washington, KS",36.13
"Wichita, KS",35.16
"Wilson, KS",38.03
"Woodson, KS",38.52
"Wyandotte, KS",38.47
"Adair, KY",40.54
"Allen, KY",40.07
"Anderson, KY",39.24
"Ballard, KY",39.15
"Barren, KY",38.47
"Bath, KY",40.96
"Bell, KY",44.67
"Boone, KY",37.54
"Bourbon, KY",38.45
"Boyd, KY",39.14
"Boyle, KY",39.42
"Bracken, KY",38.99
"Breathitt, KY",43.21
"Breckinridge, KY",40.66
"Bullitt, KY",39.12
"Butler, KY",41.02
"Caldwell, KY",39.7
"Calloway, KY",37.65
"Campbell, KY",36.59
"Carlisle, KY",39.39
"Carroll, KY",40.95
"Carter, KY",42.43
"Casey, KY",41.41
"Christian, KY",39.91
"Clark, KY",38.61
"Clay, KY",45.75
"Clinton, KY",40.97
"Crittenden, KY",41.03
"Cumberland, KY",40.82
"Daviess, KY",37.64
"Edmonson, KY",41.26
"Elliott, KY",43.1
"Estill, KY",41.21
"Fayette, KY",34.46
"Fleming, KY",40.66
"Floyd, KY",43.55
"Franklin, KY",36.76
"Fulton, KY",39.94
"Gallatin, KY",41.12
"Garrard, KY",39.55
"Grant, KY",39.62
"Graves, KY",39.66
"Grayson, KY",41.19
"Green, KY",40.52
"Greenup, KY",40.38
"Hancock, KY",38.8
"Hardin, KY",38.47
"Harlan, KY",44.0
"Harrison, KY",38.67
"Hart, KY",42.09
"Henderson, KY",39.81
"Henry, KY",39.42
"Hickman, KY",41.26
"Hopkins, KY",39.12
"Jackson, KY",43.58
"Jefferson, KY",37.14
"Jessamine, KY",37.62
"Johnson, KY",40.97
"Kenton, KY",36.16
"Knott, KY",42.97
"Knox, KY",46.01
"Larue, KY",39.62
"Laurel, KY",41.55
"Lawrence, KY",44.41
"Lee, KY",44.75
"Leslie, KY",44.07
"Letcher, KY",44.41
"Lewis, KY",42.31
"Lincoln, KY",40.78
"Livingston, KY",39.86
"Logan, KY",41.08
"Lyon, KY",40.33
"McCracken, KY",37.91
"McCreary, KY",44.07
"McLean, KY",41.23
"Madison, KY",38.85
"Magoffin, KY",45.23
"Marion, KY",40.82
"Marshall, KY",39.44
"Martin, KY",45.57
"Mason, KY",39.23
"Meade, KY",38.22
"Menifee, KY",42.14
"Mercer, KY",37.88
"Metcalfe, KY",41.75
"Monroe, KY",41.38
"Montgomery, KY",39.05
"Morgan, KY",42.75
"Muhlenberg, KY",41.09
"Nelson, KY",39.66
"Nicholas, KY",40.31
"Ohio, KY",40.15
"Oldham, KY",35.77
"Owen, KY",39.98
"Owsley, KY",46.95
"Pendleton, KY",41.2
"Perry, KY",42.45
"Pike, KY",42.87
"Powell, KY",42.99
"Pulaski, KY",39.58
"Robertson, KY",40.4
"Rockcastle, KY",41.29
"Rowan, KY",39.63
"Russell, KY",41.39
"Scott, KY",37.87
"Shelby, KY",36.95
"Simpson, KY",38.56
"Spencer, KY",39.46
"Taylor, KY",40.24
"Todd, KY",40.3
"Trigg, KY",39.98
"Trimble, KY",40.21
"Union, KY",39.41
"Warren, KY",36.25
"Washington, KY",39.1
"Wayne, KY",42.99
"Webster, KY",40.23
"Whitley, KY",42.59
"Wolfe, KY",43.56
"Woodford, KY",34.76
"Acadia, LA",40.3
"Allen, LA",40.02
"Ascension, LA",37.29
"Assumption, LA",40.19
"Avoyelles, LA",41.55
"Beauregard, LA",38.07
"Bienville, LA",39.89
"Bossier, LA",39.1
"Caddo, LA",36.54
"Calcasieu, LA",37.61
"Caldwell, LA",40.85
"Cameron, LA",40.52
"Catahoula, LA",40.4
"Claiborne, LA",38.23
"Concordia, LA",40.49
"De Soto, LA",39.48
"East Baton Rouge, LA",35.66
"East Carroll, LA",44.15
"East Feliciana, LA",39.84
"Evangeline, LA",40.96
"Franklin, LA",40.77
"Grant, LA",39.67
"Iberia, LA",38.4
"Iberville, LA",39.74
"Jackson, LA",39.67
"Jefferson, LA",35.59
"Jefferson Davis, LA",40.8
"Lafayette, LA",35.24
"Lafourche, LA",37.43
"La Salle, LA",40.39
"Lincoln, LA",37.71
"Livingston, LA",37.57
"Madison, LA",42.06
"Morehouse, LA",38.27
"Natchitoches, LA",40.76
"Orleans, LA",38.75
"Ouachita, LA",35.85
"Plaquemines, LA",40.15
"Pointe Coupee, LA",38.29
"Rapides, LA",37.81
"Red River, LA",40.52
"Richland, LA",39.4
"Sabine, LA",37.44
"St. Bernard, LA",37.91
"St. Charles, LA",38.18
"St. Helena, LA",39.95
"St. James, LA",40.07
"St. John the Baptist, LA",38.34
"St. Landry, LA",41.16
"St. Martin, LA",40.55
"St. Mary, LA",38.22
"St. Tammany, LA",34.17
"Tangipahoa, LA",38.45
"Tensas, LA",40.54
"Terrebonne, LA",40.19
"Union, LA",38.51
"Vermilion, LA",38.96
"Vernon, LA",39.2
"Washington, LA",40.72
"Webster, LA",39.42
"West Baton Rouge, LA",38.18
"West Carroll, LA",40.67
"West Feliciana, LA",41.15
"Winn, LA",39.63
"Androscoggin, ME",35.86
"Aroostook, ME",36.4
"Cumberland, ME",31.87
"Franklin, ME",35.46
"Hancock, ME",34.17
"Kennebec, ME",35.51
"Knox, ME",33.64
"Lincoln, ME",34.45
"Oxford, ME",35.67
"Penobscot, ME",35.48
"Piscataquis, ME",35.4
"Sagadahoc, ME",33.79
"Somerset, ME",37.6
"Waldo, ME",34.19
"Washington, ME",38.15
"York, ME",36.02
"Allegany, MD",39.83
"Anne Arundel, MD",35.59
"Baltimore, MD",34.37
"Calvert, MD",35.74
"Caroline, MD",37.67
"Carroll, MD",36.2
"Cecil, MD",37.51
"Charles, MD",37.12
"Dorchester, MD",39.13
"Frederick, MD",35.05
"Garrett, MD",39.11
"Harford, MD",34.14
"Howard, MD",32.16
"Kent, MD",36.69
"Montgomery, MD",30.81
"Prince George's, MD",34.16
"Queen Anne's, MD",36.12
"St. Mary's, MD",36.15
"Somerset, MD",41.91
"Talbot, MD",34.37
"Washington, MD",40.75
"Wicomico, MD",35.32
"Worcester, MD",36.91
"Baltimore, MD",39.17
"Barnstable, MA",34.12
"Berkshire, MA",35.79
"Bristol, MA",38.7
"Dukes, MA",33.16
"Essex, MA",36.44
"Franklin, MA",33.04
"Hampden, MA",35.96
"Hampshire, MA",33.36
"Middlesex, MA",33.05
"Nantucket, MA",31.31
"Norfolk, MA",31.35
"Plymouth, MA",34.85
"Suffolk, MA",36.02
"Worcester, MA",35.46
"Alcona, MI",38.2
"Alger, MI",37.46
"Allegan, MI",37.35
"Alpena, MI",38.52
"Antrim, MI",36.61
"Arenac, MI",40.33
"Baraga, MI",37.0
"Barry, MI",37.34
"Bay, MI",37.86
"Benzie, MI",36.26
"Berrien, MI",38.56
"Branch, MI",39.28
"Calhoun, MI",38.31
"Cass, MI",39.22
"Charlevoix, MI",36.03
"Cheboygan, MI",37.74
"Chippewa, MI",37.43
"Clare, MI",40.67
"Clinton, MI",35.66
"Crawford, MI",38.71
"Delta, MI",36.09
"Dickinson, MI",35.27
"Eaton, MI",36.86
"Emmet, MI",35.99
"Genesee, MI",38.18
"Gladwin, MI",39.11
"Gogebic, MI",37.22
"Grand Traverse, MI",34.8
"Gratiot, MI",37.26
"Hillsdale, MI",38.82
"Houghton, MI",36.43
"Huron, MI",37.54
"Ingham, MI",34.29
"Ionia, MI",38.73
"Iosco, MI",38.85
"Iron, MI",37.71
"Isabella, MI",38.21
"Jackson, MI",36.79
"Kalamazoo, MI",36.58
"Kalkaska, MI",39.06
"Kent, MI",34.44
"Keweenaw, MI",36.59
"Lake, MI",40.75
"Lapeer, MI",38.36
"Leelanau, MI",33.48
"Lenawee, MI",36.49
"Livingston, MI",34.92
"Luce, MI",38.78
"Mackinac, MI",36.92
"Macomb, MI",37.02
"Manistee, MI",37.13
"Marquette, MI",34.72
"Mason, MI",38.14
"Mecosta, MI",37.93
"Menominee, MI",38.36
"Midland, MI",33.64
"Missaukee, MI",38.9
"Monroe, MI",36.48
"Montcalm, MI",38.67
"Montmorency, MI",40.51
"Muskegon, MI",40.73
"Newaygo, MI",38.54
"Oakland, MI",32.46
"Oceana, MI",38.14
"Ogemaw, MI",39.75
"Ontonagon, MI",36.45
"Osceola, MI",38.35
"Oscoda, MI",39.74
"Otsego, MI",36.59
"Ottawa, MI",34.51
"Presque Isle, MI",37.77
"Roscommon, MI",40.36
"Saginaw, MI",38.01
"St. Clair, MI",37.86
"St. Joseph, MI",37.97
"Sanilac, MI",38.71
"Schoolcraft, MI",37.42
"Shiawassee, MI",37.79
"Tuscola, MI",37.72
"Van Buren, MI",36.08
"Washtenaw, MI",32.76
"Wayne, MI",39.15
"Wexford, MI",37.31
"Aitkin, MN",36.95
"Anoka, MN",34.95
"Becker, MN",35.91
"Beltrami, MN",35.34
"Benton, MN",36.59
"Big Stone, MN",35.68
"Blue Earth, MN",34.85
"Brown, MN",35.86
"Carlton, MN",36.13
"Carver, MN",30.41
"Cass, MN",34.87
"Chippewa, MN",36.7
"Chisago, MN",36.62
"Clay, MN",35.66
"Clearwater, MN",36.52
"Cook, MN",32.28
"Cottonwood, MN",35.19
"Crow Wing, MN",35.83
"Dakota, MN",31.66
"Dodge, MN",35.21
"Douglas, MN",35.24
"Faribault, MN",36.53
"Fillmore, MN",36.12
"Freeborn, MN",36.85
"Goodhue, MN",35.37
"Grant, MN",36.09
"Hennepin, MN",31.02
"Houston, MN",34.2
"Hubbard, MN",34.87
"Isanti, MN",35.61
"Itasca, MN",36.02
"Jackson, MN",35.83
"Kanabec, MN",36.32
"Kandiyohi, MN",34.97
"Kittson, MN",36.54
"Koochiching, MN",36.69
"Lac qui Parle, MN",36.3
"Lake, MN",35.08
"Lake of the Woods, MN",36.36
"Le Sueur, MN",35.57
"Lincoln, MN",34.95
"Lyon, MN",34.86
"McLeod, MN",34.58
"Mahnomen, MN",37.51
"Marshall, MN",37.01
"Martin, MN",35.31
"Meeker, MN",34.95
"Mille Lacs, MN",36.85
"Morrison, MN",36.67
"Mower, MN",35.57
"Murray, MN",36.69
"Nicollet, MN",33.07
"Nobles, MN",35.26
"Norman, MN",37.24
"Olmsted, MN",32.89
"Otter Tail, MN",36.4
"Pennington, MN",37.45
"Pine, MN",37.57
"Pipestone, MN",36.46
"Polk, MN",35.36
"Pope, MN",35.84
"Ramsey, MN",33.4
"Red Lake, MN",38.05
"Redwood, MN",36.32
"Renville, MN",35.82
"Rice, MN",34.87
"Rock, MN",34.86
"Roseau, MN",35.28
"St. Louis, MN",35.0
"Scott, MN",32.18
"Sherburne, MN",34.93
"Sibley, MN",36.43
"Stearns, MN",34.97
"Steele, MN",34.03
"Stevens, MN",35.66
"Swift, MN",35.96
"Todd, MN",36.94
"Traverse, MN",38.17
"Wabasha, MN",34.36
"Wadena, MN",37.15
"Waseca, MN",34.76
"Washington, MN",31.72
"Watonwan, MN",35.31
"Wilkin, MN",35.26
"Winona, MN",35.8
"Wright, MN",36.23
"Yellow Medicine, MN",35.64
"Adams, MS",38.94
"Alcorn, MS",39.04
"Amite, MS",40.68
"Attala, MS",40.49
"Benton, MS",40.45
"Bolivar, MS",39.91
"Calhoun, MS",39.92
"Carroll, MS",39.66
"Chickasaw, MS",41.56
"Choctaw, MS",40.74
"Claiborne, MS",42.04
"Clarke, MS",39.97
"Clay, MS",38.98
"Coahoma, MS",42.49
"Copiah, MS",40.53
"Covington, MS",42.77
"DeSoto, MS",37.93
"Forrest, MS",36.7
"Franklin, MS",40.31
"George, MS",40.41
"Greene, MS",40.46
"Grenada, MS",41.08
"Hancock, MS",38.8
"Harrison, MS",38.21
"Hinds, MS",37.92
"Holmes, MS",44.28
"Humphreys, MS",43.83
"Issaquena, MS",45.19
"Itawamba, MS",40.38
"Jackson, MS",38.04
"Jasper, MS",40.35
"Jefferson, MS",41.9
"Jefferson Davis, MS",40.9
"Jones, MS",40.33
"Kemper, MS",42.03
"Lafayette, MS",37.45
"Lamar, MS",37.38
"Lauderdale, MS",40.23
"Lawrence, MS",39.67
"Leake, MS",40.66
"Lee, MS",38.58
"Leflore, MS",42.56
"Lincoln, MS",41.49
"Lowndes, MS",38.32
"Madison, MS",32.6
"Marion, MS",40.19
"Marshall, MS",41.16
"Monroe, MS",40.75
"Montgomery, MS",40.28
"Neshoba, MS",39.71
"Newton, MS",40.53
"Noxubee, MS",42.46
"Oktibbeha, MS",37.94
"Panola, MS",41.16
"Pearl River, MS",40.15
"Perry, MS",42.14
"Pike, MS",40.04
"Pontotoc, MS",38.76
"Prentiss, MS",43.15
"Quitman, MS",43.53
"Rankin, MS",36.13
"Scott, MS",41.58
"Sharkey, MS",41.78
"Simpson, MS",40.93
"Smith, MS",41.41
"Stone, MS",40.42
"Sunflower, MS",41.6
"Tallahatchie, MS",42.74
"Tate, MS",39.12
"Tippah, MS",39.99
"Tishomingo, MS",39.85
"Tunica, MS",42.35
"Union, MS",39.28
"Walthall, MS",40.36
"Warren, MS",38.63
"Washington, MS",40.24
"Wayne, MS",41.93
"Webster, MS",39.76
"Wilkinson, MS",41.96
"Winston, MS",39.11
"Yalobusha, MS",40.62
"Yazoo, MS",40.92
"Adair, MO",36.28
"Andrew, MO",35.12
"Atchison, MO",36.57
"Audrain, MO",38.31
"Barry, MO",37.26
"Barton, MO",39.13
"Bates, MO",37.57
"Benton, MO",39.08
"Bollinger, MO",38.71
"Boone, MO",34.36
"Buchanan, MO",37.36
"Butler, MO",40.12
"Caldwell, MO",37.59
"Callaway, MO",38.25
"Camden, MO",37.01
"Cape Girardeau, MO",35.1
"Carroll, MO",36.75
"Carter, MO",40.1
"Cass, MO",36.41
"Cedar, MO",38.83
"Chariton, MO",38.8
"Christian, MO",35.29
"Clark, MO",37.54
"Clay, MO",34.26
"Clinton, MO",36.15
"Cole, MO",35.07
"Cooper, MO",37.84
"Crawford, MO",40.22
"Dade, MO",39.05
"Dallas, MO",39.08
"Daviess, MO",38.15
"DeKalb, MO",38.56
"Dent, MO",39.27
"Douglas, MO",39.2
"Dunklin, MO",40.74
"Franklin, MO",39.14
"Gasconade, MO",38.53
"Gentry, MO",38.25
"Greene, MO",36.03
"Grundy, MO",38.14
"Harrison, MO",38.81
"Henry, MO",37.82
"Hickory, MO",40.09
"Holt, MO",37.67
"Howard, MO",36.19
"Howell, MO",37.9
"Iron, MO",40.19
"Jackson, MO",36.15
"Jasper, MO",38.32
"Jefferson, MO",39.51
"Johnson, MO",35.31
"Knox, MO",38.57
"Laclede, MO",38.84
"Lafayette, MO",36.99
"Lawrence, MO",37.34
"Lewis, MO",38.6
"Lincoln, MO",38.45
"Linn, MO",37.64
"Livingston, MO",37.93
"McDonald, MO",39.19
"Macon, MO",37.37
"Madison, MO",40.65
"Maries, MO",38.61
"Marion, MO",37.41
"Mercer, MO",37.63
"Miller, MO",38.1
"Mississippi, MO",39.91
"Moniteau, MO",37.68
"Monroe, MO",38.57
"Montgomery, MO",39.27
"Morgan, MO",38.4
"New Madrid, MO",40.32
"Newton, MO",37.58
"Nodaway, MO",37.26
"Oregon, MO",40.11
"Osage, MO",38.41
"Ozark, MO",39.44
"Pemiscot, MO",41.06
"Perry, MO",37.59
"Pettis, MO",38.44
"Phelps, MO",37.55
"Pike, MO",38.85
"Platte, MO",33.42
"Polk, MO",38.46
"Pulaski, MO",36.13
"Putnam, MO",39.09
"Ralls, MO",37.18
"Randolph, MO",39.43
"Ray, MO",37.7
"Reynolds, MO",40.03
"Ripley, MO",41.29
"St. Charles, MO",34.66
"St. Clair, MO",38.9
"Ste. Genevieve, MO",40.38
"St. Francois, MO",40.45
"St. Louis, MO",33.45
"Saline, MO",36.67
"Schuyler, MO",38.21
"Scotland, MO",38.64
"Scott, MO",39.33
"Shannon, MO",41.09
"Shelby, MO",37.25
"Stoddard, MO",39.93
"Stone, MO",37.45
"Sullivan, MO",38.79
"Taney, MO",37.05
"Texas, MO",39.6
"Vernon, MO",38.55
"Warren, MO",38.34
"Washington, MO",41.19
"Wayne, MO",41.01
"Webster, MO",38.38
"Worth, MO",35.96
"Wright, MO",39.48
"St. Louis, MO",40.38
"Beaverhead, MT",33.9
"Big Horn, MT",34.39
"Blaine, MT",35.0
"Broadwater, MT",34.57
"Carbon, MT",32.82
"Carter, MT",38.44
"Cascade, MT",35.14
"Chouteau, MT",34.83
"Custer, MT",38.06
"Daniels, MT",37.49
"Dawson, MT",36.59
"Deer Lodge, MT",35.74
"Fallon, MT",33.98
"Fergus, MT",34.0
"Flathead, MT",34.67
"Gallatin, MT",30.5
"Garfield, MT",35.5
"Glacier, MT",34.84
"Golden Valley, MT",37.24
"Granite, MT",33.98
"Hill, MT",36.45
"Jefferson, MT",32.86
"Judith Basin, MT",35.0
"Lake, MT",31.61
"Lewis and Clark, MT",32.43
"Liberty, MT",37.75
"Lincoln, MT",35.29
"McCone, MT",38.08
"Madison, MT",31.77
"Meagher, MT",33.57
"Mineral, MT",35.74
"Missoula, MT",31.29
"Musselshell, MT",37.0
"Park, MT",33.36
"Petroleum, MT",36.1
"Phillips, MT",35.25
"Pondera, MT",34.05
"Powder River, MT",37.73
"Powell, MT",35.52
"Prairie, MT",35.43
"Ravalli, MT",36.32
"Richland, MT",36.66
"Roosevelt, MT",34.84
"Rosebud, MT",33.72
"Sanders, MT",34.66
"Sheridan, MT",35.36
"Silver Bow, MT",34.65
"Stillwater, MT",35.44
"Sweet Grass, MT",32.65
"Teton, MT",33.8
"Toole, MT",34.09
"Treasure, MT",35.66
"Valley, MT",37.41
"Wheatland, MT",38.09
"Wibaux, MT",37.3
"Yellowstone, MT",33.59
"Adams, NE",35.7
"Antelope, NE",36.6
"Arthur, NE",37.82
"Banner, NE",36.44
"Blaine, NE",39.1
"Boone, NE",35.44
"Box Butte, NE",35.92
"Boyd, NE",34.6
"Brown, NE",35.79
"Buffalo, NE",33.48
"Burt, NE",35.98
"Butler, NE",34.7
"Cass, NE",37.44
"Cedar, NE",37.33
"Chase, NE",34.9
"Cherry, NE",35.64
"Cheyenne, NE",35.12
"Clay, NE",36.07
"Colfax, NE",33.74
"Cuming, NE",36.31
"Custer, NE",35.57
"Dakota, NE",37.0
"Dawes, NE",34.85
"Dawson, NE",35.18
"Deuel, NE",36.08
"Dixon, NE",38.65
"Dodge, NE",36.71
"Douglas, NE",32.76
"Dundy, NE",35.62
"Fillmore, NE",34.33
"Franklin, NE",35.8
"Frontier, NE",37.51
"Furnas, NE",35.92
"Gage, NE",35.83
"Garden, NE",37.64
"Garfield, NE",37.07
"Gosper, NE",36.24
"Grant, NE",34.32
"Greeley, NE",37.66
"Hall, NE",35.53
"Hamilton, NE",35.78
"Harlan, NE",36.21
"Hayes, NE",38.57
"Hitchcock, NE",38.32
"Holt, NE",36.06
"Hooker, NE",31.42
"Howard, NE",37.28
"Jefferson, NE",35.56
"Johnson, NE",35.67
"Kearney, NE",34.79
"Keith, NE",35.25
"Keya Paha, NE",38.43
"Kimball, NE",37.11
"Knox, NE",37.87
"Lancaster, NE",34.15
"Lincoln, NE",36.05
"Logan, NE",39.15
"Loup, NE",38.72
"McPherson, NE",34.31
"Madison, NE",35.0
"Merrick, NE",36.35
"Morrill, NE",37.57
"Nance, NE",37.22
"Nemaha, NE",35.26
"Nuckolls, NE",36.51
"Otoe, NE",36.25
"Pawnee, NE",35.85
"Perkins, NE",35.34
"Phelps, NE",31.62
"Pierce, NE",36.16
"Platte, NE",35.21
"Polk, NE",35.39
"Red Willow, NE",35.8
"Richardson, NE",36.03
"Rock, NE",39.15
"Saline, NE",35.51
"Sarpy, NE",33.74
"Saunders, NE",36.54
"Scotts Bluff, NE",35.1
"Seward, NE",34.82
"Sheridan, NE",34.94
"Sherman, NE",37.64
"Sioux, NE",35.59
"Stanton, NE",36.36
"Thayer, NE",35.04
"Thomas, NE",36.91
"Thurston, NE",36.03
"Valley, NE",36.92
"Washington, NE",34.93
"Wayne, NE",34.46
"Webster, NE",35.47
"Wheeler, NE",38.89
"York, NE",34.44
"Churchill, NV",34.76
"Clark, NV",34.15
"Douglas, NV",35.31
"Elko, NV",36.9
"Esmeralda, NV",37.01
"Eureka, NV",37.47
"Humboldt, NV",35.79
"Lander, NV",37.18
"Lincoln, NV",36.61
"Lyon, NV",35.92
"Mineral, NV",37.41
"Nye, NV",37.64
"Pershing, NV",36.48
"Storey, NV",35.58
"Washoe, NV",34.43
"White Pine, NV",38.77
"Carson, NV",35.27
"Belknap, NH",36.22
"Carroll, NH",35.87
"Cheshire, NH",33.2
"Coos, NH",37.37
"Grafton, NH",32.71
"Hillsborough, NH",35.09
"Merrimack, NH",36.85
"Rockingham, NH",34.54
"Strafford, NH",36.94
"Sullivan, NH",36.55
"Atlantic, NJ",36.87
"Bergen, NJ",29.98
"Burlington, NJ",34.3
"Camden, NJ",34.58
"Cape May, NJ",35.6
"Cumberland, NJ",40.43
"Essex, NJ",36.06
"Gloucester, NJ",35.5
"Hudson, NJ",31.03
"Hunterdon, NJ",33.22
"Mercer, NJ",35.49
"Middlesex, NJ",33.65
"Monmouth, NJ",34.07
"Morris, NJ",32.42
"Ocean, NJ",38.29
"Passaic, NJ",35.16
"Salem, NJ",38.46
"Somerset, NJ",32.0
"Sussex, NJ",35.82
"Union, NJ",33.35
"Warren, NJ",35.7
"Bernalillo, NM",32.12
"Catron, NM",36.61
"Chaves, NM",35.71
"Cibola, NM",32.8
"Colfax, NM",33.13
"Curry, NM",37.6
"De Baca, NM",35.74
"Dona Ana, NM",33.5
"Eddy, NM",35.79
"Grant, NM",33.73
"Guadalupe, NM",34.45
"Harding, NM",35.16
"Hidalgo, NM",35.68
"Lea, NM",35.66
"Lincoln, NM",33.94
"Los Alamos, NM",31.74
"Luna, NM",37.52
"McKinley, NM",34.46
"Mora, NM",33.24
"Otero, NM",37.9
"Quay, NM",34.53
"Rio Arriba, NM",32.61
"Roosevelt, NM",35.27
"Sandoval, NM",32.71
"San Juan, NM",34.19
"San Miguel, NM",31.6
"Santa Fe, NM",30.25
"Sierra, NM",37.17
"Socorro, NM",34.65
"Taos, NM",31.18
"Torrance, NM",35.01
"Union, NM",33.8
"Valencia, NM",34.75
"Albany, NY",35.92
"Allegany, NY",38.19
"Bronx, NY",35.4
"Broome, NY",36.61
"Cattaraugus, NY",38.7
"Cayuga, NY",37.77
"Chautauqua, NY",38.02
"Chemung, NY",36.73
"Chenango, NY",38.32
"Clinton, NY",38.17
"Columbia, NY",35.8
"Cortland, NY",37.85
"Delaware, NY",37.88
"Dutchess, NY",35.12
"Erie, NY",36.33
"Essex, NY",36.51
"Franklin, NY",38.79
"Fulton, NY",39.35
"Genesee, NY",37.16
"Greene, NY",38.16
"Hamilton, NY",36.68
"Herkimer, NY",36.77
"Jefferson, NY",38.62
"Kings, NY",35.15
"Lewis, NY",38.23
"Livingston, NY",36.91
"Madison, NY",36.8
"Monroe, NY",35.14
"Montgomery, NY",36.97
"Nassau, NY",33.93
"New York, NY",32.32
"Niagara, NY",37.37
"Oneida, NY",36.95
"Onondaga, NY",34.73
"Ontario, NY",35.05
"Orange, NY",36.61
"Orleans, NY",38.01
"Oswego, NY",37.98
"Otsego, NY",37.83
"Putnam, NY",34.32
"Queens, NY",32.54
"Rensselaer, NY",36.0
"Richmond, NY",32.53
"Rockland, NY",34.77
"St. Lawrence, NY",38.58
"Saratoga, NY",34.25
"Schenectady, NY",35.69
"Schoharie, NY",38.0
"Schuyler, NY",36.62
"Seneca, NY",36.44
"Steuben, NY",37.55
"Suffolk, NY",35.71
"Sullivan, NY",37.56
"Tioga, NY",36.46
"Tompkins, NY",34.17
"Ulster, NY",35.89
"Warren, NY",36.46
"Washington, NY",37.69
"Wayne, NY",37.47
"Westchester, NY",32.96
"Wyoming, NY",37.85
"Yates, NY",37.21
"Alamance, NC",36.18
"Alexander, NC",40.19
"Alleghany, NC",39.02
"Anson, NC",40.78
"Ashe, NC",39.18
"Avery, NC",38.62
"Beaufort, NC",37.43
"Bertie, NC",40.71
"Bladen, NC",41.41
"Brunswick, NC",38.15
"Buncombe, NC",35.21
"Burke, NC",38.51
"Cabarrus, NC",37.26
"Caldwell, NC",39.7
"Camden, NC",37.81
"Carteret, NC",38.55
"Caswell, NC",40.42
"Catawba, NC",36.19
"Chatham, NC",34.92
"Cherokee, NC",39.49
"Chowan, NC",38.56
"Clay, NC",38.18
"Cleveland, NC",37.65
"Columbus, NC",41.93
"Craven, NC",37.88
"Cumberland, NC",37.1
"Currituck, NC",38.96
"Dare, NC",35.36
"Davidson, NC",37.83
"Davie, NC",35.87
"Duplin, NC",39.47
"Durham, NC",32.38
"Edgecombe, NC",41.72
"Forsyth, NC",33.63
"Franklin, NC",38.45
"Gaston, NC",39.31
"Gates, NC",39.4
"Graham, NC",38.97
"Granville, NC",38.54
"Greene, NC",40.87
"Guilford, NC",33.83
"Halifax, NC",40.55
"Harnett, NC",39.29
"Haywood, NC",37.95
"Henderson, NC",34.13
"Hertford, NC",40.64
"Hoke, NC",39.68
"Hyde, NC",41.47
"Iredell, NC",38.09
"Jackson, NC",37.13
"Johnston, NC",37.18
"Jones, NC",38.77
"Lee, NC",36.53
"Lenoir, NC",39.68
"Lincoln, NC",38.96
"McDowell, NC",38.83
"Macon, NC",37.91
"Madison, NC",41.21
"Martin, NC",39.6
"Mecklenburg, NC",32.44
"Mitchell, NC",39.07
"Montgomery, NC",39.53
"Moore, NC",35.32
"Nash, NC",37.09
"New Hanover, NC",35.51
"Northampton, NC",39.44
"Onslow, NC",38.08
"Orange, NC",32.63
"Pamlico, NC",38.65
"Pasquotank, NC",37.59
"Pender, NC",38.53
"Perquimans, NC",40.56
"Person, NC",38.48
"Pitt, NC",36.89
"Polk, NC",35.4
"Randolph, NC",40.05
"Richmond, NC",39.63
"Robeson, NC",37.38
"Rockingham, NC",38.17
"Rowan, NC",38.37
"Rutherford, NC",39.08
"Sampson, NC",37.97
"Scotland, NC",38.46
"Stanly, NC",39.42
"Stokes, NC",38.36
"Surry, NC",37.2
"Swain, NC",37.34
"Transylvania, NC",38.48
"Tyrrell, NC",39.53
"Union, NC",37.74
"Vance, NC",40.74
"Wake, NC",31.23
"Warren, NC",40.61
"Washington, NC",38.93
"Watauga, NC",36.99
"Wayne, NC",38.92
"Wilkes, NC",39.5
"Wilson, NC",38.2
"Yadkin, NC",39.04
"Yancey, NC",37.66
"Adams, ND",30.29
"Barnes, ND",34.65
"Benson, ND",38.25
"Billings, ND",36.58
"Bottineau, ND",38.26
"Bowman, ND",35.17
"Burke, ND",39.14
"Burleigh, ND",33.15
"Cass, ND",32.42
"Cavalier, ND",36.98
"Dickey, ND",36.21
"Divide, ND",36.26
"Dunn, ND",35.53
"Eddy, ND",36.66
"Emmons, ND",38.55
"Foster, ND",32.56
"Golden Valley, ND",34.41
"Grand Forks, ND",34.02
"Grant, ND",36.45
"Griggs, ND",34.41
"Hettinger, ND",38.31
"Kidder, ND",38.22
"LaMoure, ND",37.22
"Logan, ND",38.99
"McHenry, ND",37.89
"McIntosh, ND",38.15
"McKenzie, ND",35.46
"McLean, ND",36.57
"Mercer, ND",36.19
"Morton, ND",35.59
"Mountrail, ND",35.21
"Nelson, ND",34.57
"Oliver, ND",37.51
