county_state,hyp_total_2009
"Taylor, WV",43.89
"Tucker, WV",44.05
"Tyler, WV",43.19
"Upshur, WV",43.76
"Wayne, WV",45.36
"Webster, WV",45.83
"Wetzel, WV",44.19
"Wirt, WV",43.23
"Wood, WV",41.8
"Wyoming, WV",47.24
"Adams, WI",42.1
"Ashland, WI",39.26
"Barron, WI",39.27
"Bayfield, WI",39.66
"Brown, WI",37.76
"Buffalo, WI",40.22
"Burnett, WI",40.12
"Calumet, WI",39.89
"Chippewa, WI",39.66
"Clark, WI",42.7
"Columbia, WI",39.66
"Crawford, WI",39.97
"Dane, WI",35.94
"Dodge, WI",40.2
"Door, WI",39.59
"Douglas, WI",40.48
"Dunn, WI",40.33
"Eau Claire, WI",37.88
"Florence, WI",41.78
"Fond du Lac, WI",38.83
"Forest, WI",42.24
"Grant, WI",40.74
"Green, WI",40.77
"Green Lake, WI",39.53
"Iowa, WI",38.74
"Iron, WI",41.76
"Jackson, WI",40.0
"Jefferson, WI",40.41
"Juneau, WI",41.36
"Kenosha, WI",41.67
"Kewaunee, WI",43.14
"La Crosse, WI",39.03
"Lafayette, WI",41.26
"Langlade, WI",42.09
"Lincoln, WI",41.42
"Manitowoc, WI",39.06
"Marathon, WI",39.45
"Marinette, WI",41.55
"Marquette, WI",43.13
"Menominee, WI",37.55
"Milwaukee, WI",40.46
"Monroe, WI",40.62
"Oconto, WI",41.52
"Oneida, WI",40.13
"Outagamie, WI",36.93
"Ozaukee, WI",35.92
"Pepin, WI",41.76
"Pierce, WI",37.78
"Polk, WI",38.32
"Portage, WI",38.68
"Price, WI",41.14
"Racine, WI",39.5
"Richland, WI",39.94
"Rock, WI",41.25
"Rusk, WI",41.64
"St. Croix, WI",37.24
"Sauk, WI",38.66
"Sawyer, WI",39.85
"Shawano, WI",40.13
"Sheboygan, WI",40.34
"Taylor, WI",42.25
"Trempealeau, WI",41.44
"Vernon, WI",40.78
"Vilas, WI",39.86
"Walworth, WI",39.23
"Washburn, WI",38.65
"Washington, WI",38.31
"Waukesha, WI",35.68
"Waupaca, WI",39.45
"Waushara, WI",41.4
"Winnebago, WI",39.26
"Wood, WI",38.14
"Albany, WY",34.49
"Big Horn, WY",38.68
"Campbell, WY",40.59
"Carbon, WY",38.22
"Converse, WY",39.06
"Crook, WY",39.57
"Fremont, WY",37.86
"Goshen, WY",36.94
"Hot Springs, WY",39.65
"Johnson, WY",37.0
"Laramie, WY",38.58
"Lincoln, WY",39.66
"Natrona, WY",39.83
"Niobrara, WY",41.12
"Park, WY",37.62
"Platte, WY",38.85
"Sheridan, WY",39.17
"Sublette, WY",37.94
"Sweetwater, WY",39.24
"Teton, WY",32.56
"Uinta, WY",39.91
"Washakie, WY",38.28
"Weston, WY",40.43
"Autauga, AL",37.48
"Baldwin, AL",36.01
"Barbour, AL",42.06
"Bibb, AL",40.56
"Blount, AL",40.45
"Bullock, AL",42.06
"Butler, AL",41.25
"Calhoun, AL",41.96
"Chambers, AL",40.48
"Cherokee, AL",42.21
"Chilton, AL",40.37
"Choctaw, AL",41.2
"Clarke, AL",41.48
"Clay, AL",40.24
"Cleburne, AL",41.59
"Coffee, AL",39.13
"Colbert, AL",39.4
"Conecuh, AL",40.32
"Coosa, AL",40.25
"Covington, AL",40.61
"Crenshaw, AL",40.66
"Cullman, AL",40.21
"Dale, AL",39.77
"Dallas, AL",41.42
"DeKalb, AL",40.45
"Elmore, AL",38.23
"Escambia, AL",39.97
"Etowah, AL",41.52
"Fayette, AL",40.25
"Franklin, AL",40.63
"Geneva, AL",40.81
"Greene, AL",40.79
"Hale, AL",40.78
"Henry, AL",39.89
"Houston, AL",39.08
"Jackson, AL",38.76
"Jefferson, AL",36.92
"Lamar, AL",39.81
"Lauderdale, AL",37.58
"Lawrence, AL",40.47
"Lee, AL",36.67
"Limestone, AL",39.01
"Lowndes, AL",41.21
"Macon, AL",41.71
"Madison, AL",34.99
"Marengo, AL",39.49
"Marion, AL",41.05
"Marshall, AL",39.41
"Mobile, AL",37.46
"Monroe, AL",39.37
"Montgomery, AL",37.06
"Morgan, AL",38.41
"Perry, AL",41.97
"Pickens, AL",40.91
"Pike, AL",40.06
"Randolph, AL",40.36
"Russell, AL",39.93
"St. Clair, AL",41.55
"Shelby, AL",33.16
"Sumter, AL",42.52
"Talladega, AL",42.03
"Tallapoosa, AL",38.48
"Tuscaloosa, AL",37.89
"Walker, AL",40.79
"Washington, AL",40.02
"Wilcox, AL",41.75
"Winston, AL",41.81
"Aleutians East, AK",36.22
"Aleutians West, AK",34.48
"Anchorage, AK",32.81
"Bethel, AK",33.27
"Bristol Bay, AK",35.04
"Denali, AK",33.79
"Dillingham, AK",32.72
"Fairbanks North Star, AK",33.96
"Haines, AK",31.57
"Juneau City and, AK",31.37
"Kenai Peninsula, AK",34.02
"Ketchikan Gateway, AK",35.27
"Kodiak Island, AK",32.74
"Lake and Peninsula, AK",34.05
"Matanuska-Susitna, AK",34.89
"Nome, AK",32.23
"North Slope, AK",31.93
"Northwest Arctic, AK",32.67
"Prince of Wales-Outer Ketchikan, AK",35.27
"Sitka City and, AK",32.86
"Skagway-Hoonah-Angoon, AK",34.52
"Southeast Fairbanks, AK",34.15
"Valdez-Cordova, AK",32.85
"Wade Hampton, AK",34.28
"Wrangell-Petersburg, AK",35.27
"Yakutat City and, AK",36.42
"Yukon-Koyukuk, AK",33.79
"Apache, AZ",35.97
"Cochise, AZ",36.62
"Coconino, AZ",32.0
"Gila, AZ",36.38
"Graham, AZ",37.2
"Greenlee, AZ",34.82
"La Paz, AZ",36.84
"Maricopa, AZ",33.51
"Mohave, AZ",36.8
"Navajo, AZ",36.02
"Pima, AZ",34.79
"Pinal, AZ",37.77
"Santa Cruz, AZ",34.84
"Yavapai, AZ",33.71
"Yuma, AZ",36.2
"Arkansas, AR",38.26
"Ashley, AR",38.15
"Baxter, AR",36.87
"Benton, AR",36.09
"Boone, AR",36.9
"Bradley, AR",37.45
"Calhoun, AR",39.17
"Carroll, AR",36.67
"Chicot, AR",39.78
"Clark, AR",38.19
"Clay, AR",40.51
"Cleburne, AR",38.41
"Cleveland, AR",38.58
"Columbia, AR",39.09
"Conway, AR",38.62
"Craighead, AR",37.96
"Crawford, AR",41.34
"Crittenden, AR",40.81
"Cross, AR",40.02
"Dallas, AR",39.04
"Desha, AR",39.61
"Drew, AR",37.75
"Faulkner, AR",36.2
"Franklin, AR",40.69
"Fulton, AR",39.58
"Garland, AR",37.44
"Grant, AR",38.37
"Greene, AR",38.72
"Hempstead, AR",38.82
"Hot Spring, AR",39.07
"Howard, AR",37.23
"Independence, AR",37.85
"Izard, AR",38.45
"Jackson, AR",40.7
"Jefferson, AR",39.27
"Johnson, AR",38.2
"Lafayette, AR",40.6
"Lawrence, AR",41.57
"Lee, AR",44.03
"Lincoln, AR",42.68
"Little River, AR",37.44
"Logan, AR",40.56
"Lonoke, AR",38.69
"Madison, AR",39.6
"Marion, AR",38.38
"Miller, AR",38.71
"Mississippi, AR",40.88
"Monroe, AR",41.7
"Montgomery, AR",40.29
"Nevada, AR",38.99
"Newton, AR",39.55
"Ouachita, AR",39.03
"Perry, AR",39.04
"Phillips, AR",41.58
"Pike, AR",38.33
"Poinsett, AR",42.3
"Polk, AR",39.16
"Pope, AR",37.01
"Prairie, AR",39.76
"Pulaski, AR",35.49
"Randolph, AR",39.28
"St. Francis, AR",41.26
"Saline, AR",36.55
"Scott, AR",40.95
"Searcy, AR",39.9
"Sebastian, AR",39.23
"Sevier, AR",37.43
"Sharp, AR",39.74
"Stone, AR",38.95
"Union, AR",37.74
"Van Buren, AR",38.58
"Washington, AR",36.82
"White, AR",38.78
"Woodruff, AR",41.14
"Yell, AR",37.58
"Alameda, CA",31.53
"Alpine, CA",35.5
"Amador, CA",37.02
"Butte, CA",35.65
"Calaveras, CA",36.71
"Colusa, CA",35.11
"Contra Costa, CA",32.38
"Del Norte, CA",38.37
"El Dorado, CA",34.27
"Fresno, CA",35.07
"Glenn, CA",37.02
"Humboldt, CA",35.25
"Imperial, CA",34.72
"Inyo, CA",34.94
"Kern, CA",36.17
"Kings, CA",35.05
"Lake, CA",38.67
"Lassen, CA",36.92
"Los Angeles, CA",32.48
"Madera, CA",36.43
"Marin, CA",29.73
"Mariposa, CA",35.59
"Mendocino, CA",35.88
"Merced, CA",36.28
"Modoc, CA",37.37
"Mono, CA",33.43
"Monterey, CA",33.45
"Napa, CA",33.43
"Nevada, CA",34.47
"Orange, CA",32.16
"Placer, CA",33.01
"Plumas, CA",34.35
"Riverside, CA",35.41
"Sacramento, CA",35.39
"San Benito, CA",33.91
"San Bernardino, CA",34.9
"San Diego, CA",30.57
"San Francisco, CA",32.97
"San Joaquin, CA",34.39
"San Luis Obispo, CA",35.72
"San Mateo, CA",30.86
"Santa Barbara, CA",32.09
"Santa Clara, CA",30.61
"Santa Cruz, CA",32.45
"Shasta, CA",36.96
"Sierra, CA",36.44
"Siskiyou, CA",35.82
"Solano, CA",34.33
"Sonoma, CA",33.12
"Stanislaus, CA",35.89
"Sutter, CA",35.88
"Tehama, CA",37.88
"Trinity, CA",37.28
"Tulare, CA",34.59
"Tuolumne, CA",36.85
"Ventura, CA",32.91
"Yolo, CA",33.96
"Yuba, CA",37.93
"Adams, CO",33.04
"Alamosa, CO",32.91
"Arapahoe, CO",32.34
"Archuleta, CO",33.08
"Baca, CO",36.9
"Bent, CO",37.74
"Boulder, CO",33.04
"Broomfield, CO",33.04
"Chaffee, CO",33.96
"Cheyenne, CO",37.34
"Clear Creek, CO",33.46
"Conejos, CO",33.98
"Costilla, CO",35.4
"Crowley, CO",42.37
"Custer, CO",35.69
"Delta, CO",33.26
"Denver, CO",33.83
"Dolores, CO",35.53
"Douglas, CO",28.21
"Eagle, CO",26.83
"Elbert, CO",32.89
"El Paso, CO",34.4
"Fremont, CO",37.4
"Garfield, CO",32.77
"Gilpin, CO",33.45
"Grand, CO",31.64
"Gunnison, CO",29.37
"Hinsdale, CO",32.31
"Huerfano, CO",36.22
"Jackson, CO",35.2
"Jefferson, CO",33.04
"Kiowa, CO",37.6
"Kit Carson, CO",36.15
"Lake, CO",32.7
"La Plata, CO",31.03
"Larimer, CO",31.38
"Las Animas, CO",35.26
"Lincoln, CO",33.78
"Logan, CO",37.38
"Mesa, CO",34.36
"Mineral, CO",31.34
"Moffat, CO",35.89
"Montezuma, CO",34.58
"Montrose, CO",34.73
"Morgan, CO",35.54
"Otero, CO",36.5
"Ouray, CO",32.88
"Park, CO",32.21
"Phillips, CO",33.71
"Pitkin, CO",28.02
"Prowers, CO",37.35
"Pueblo, CO",34.01
"Rio Blanco, CO",35.3
"Rio Grande, CO",33.38
"Routt, CO",30.05
"Saguache, CO",35.61
"San Juan, CO",36.92
"San Miguel, CO",28.3
"Sedgwick, CO",36.62
"Summit, CO",27.56
"Teller, CO",32.67
"Washington, CO",36.82
"Weld, CO",33.04
"Yuma, CO",35.23
"Fairfield, CT",32.66
"Hartford, CT",34.14
"Litchfield, CT",33.29
"Middlesex, CT",32.48
"New Haven, CT",34.53
"New London, CT",36.63
"Tolland, CT",35.48
"Windham, CT",38.04
"Kent, DE",38.12
"New Castle, DE",30.91
"Sussex, DE",37.99
,36.25
"Alachua, FL",34.28
"Baker, FL",41.63
"Bay, FL",37.53
"Bradford, FL",39.8
"Brevard, FL",35.08
"Broward, FL",34.12
"Calhoun, FL",39.91
"Charlotte, FL",36.91
"Citrus, FL",36.73
"Clay, FL",37.33
"Collier, FL",33.55
"Columbia, FL",39.7
"DeSoto, FL",38.48
"Dixie, FL",39.93
"Duval, FL",36.9
"Escambia, FL",36.79
"Flagler, FL",35.41
"Franklin, FL",38.3
"Gadsden, FL",39.56
"Gilchrist, FL",38.51
"Glades, FL",38.31
"Gulf, FL",38.49
"Hamilton, FL",40.22
"Hardee, FL",37.68
"Hendry, FL",35.75
"Hernando, FL",38.49
"Highlands, FL",37.61
"Hillsborough, FL",33.66
"Holmes, FL",39.37
"Indian River, FL",34.28
"Jackson, FL",39.64
"Jefferson, FL",38.29
"Lafayette, FL",40.67
"Lake, FL",37.94
"Lee, FL",33.29
"Leon, FL",33.41
"Levy, FL",38.49
"Liberty, FL",39.13
"Madison, FL",40.01
"Manatee, FL",35.53
"Marion, FL",40.71
"Martin, FL",32.05
"Miami-Dade, FL",31.36
"Monroe, FL",37.23
"Nassau, FL",38.04
"Okaloosa, FL",36.7
"Okeechobee, FL",36.27
"Orange, FL",34.34
"Osceola, FL",35.74
"Palm Beach, FL",32.93
"Pasco, FL",37.88
"Pinellas, FL",36.57
"Polk, FL",36.77
"Putnam, FL",39.94
"St. Johns, FL",34.84
"St. Lucie, FL",36.48
"Santa Rosa, FL",37.5
"Sarasota, FL",32.89
"Seminole, FL",33.63
"Sumter, FL",38.72
"Suwannee, FL",37.76
"Taylor, FL",40.38
"Union, FL",39.5
"Volusia, FL",37.3
"Wakulla, FL",37.97
"Walton, FL",38.89
"Washington, FL",39.63
"Appling, GA",40.73
"Atkinson, GA",40.35
"Bacon, GA",40.01
"Baker, GA",40.54
"Baldwin, GA",38.98
"Banks, GA",41.33
"Barrow, GA",38.15
"Bartow, GA",38.76
"Ben Hill, GA",40.55
"Berrien, GA",41.03
"Bibb, GA",37.4
"Bleckley, GA",39.29
"Brantley, GA",39.79
"Brooks, GA",39.54
"Bryan, GA",36.94
"Bulloch, GA",38.67
"Burke, GA",40.47
"Butts, GA",39.83
"Calhoun, GA",42.11
"Camden, GA",38.57
"Candler, GA",41.07
"Carroll, GA",38.24
"Catoosa, GA",38.32
"Charlton, GA",42.26
"Chatham, GA",36.24
"Chattahoochee, GA",35.77
"Chattooga, GA",39.85
"Cherokee, GA",34.52
"Clarke, GA",37.91
"Clay, GA",41.98
"Clayton, GA",38.28
"Clinch, GA",42.53
"Cobb, GA",30.88
"Coffee, GA",40.77
"Colquitt, GA",38.82
"Columbia, GA",33.86
"Cook, GA",39.82
"Coweta, GA",35.71
"Crawford, GA",40.15
"Crisp, GA",40.08
"Dade, GA",38.78
"Dawson, GA",37.2
"Decatur, GA",41.32
"DeKalb, GA",34.04
"Dodge, GA",39.87
"Dooly, GA",41.17
"Dougherty, GA",39.48
"Douglas, GA",36.84
"Early, GA",42.01
"Echols, GA",37.41
"Effingham, GA",37.96
"Elbert, GA",39.8
"Emanuel, GA",41.29
"Evans, GA",39.86
"Fannin, GA",39.79
"Fayette, GA",33.23
"Floyd, GA",38.05
"Forsyth, GA",31.58
"Franklin, GA",41.3
"Fulton, GA",33.35
"Gilmer, GA",38.47
"Glascock, GA",39.94
"Glynn, GA",37.33
"Gordon, GA",39.17
"Grady, GA",38.93
"Greene, GA",37.71
"Gwinnett, GA",32.46
"Habersham, GA",38.4
"Hall, GA",36.31
"Hancock, GA",42.1
"Haralson, GA",39.57
"Harris, GA",36.12
"Hart, GA",39.91
"Heard, GA",39.99
"Henry, GA",36.26
"Houston, GA",38.5
"Irwin, GA",40.7
"Jackson, GA",38.79
"Jasper, GA",39.31
"Jeff Davis, GA",39.85
"Jefferson, GA",41.17
"Jenkins, GA",40.91
"Johnson, GA",42.48
"Jones, GA",38.02
"Lamar, GA",40.23
"Lanier, GA",40.37
"Laurens, GA",39.5
"Lee, GA",37.04
"Liberty, GA",38.65
"Lincoln, GA",40.87
"Long, GA",40.54
"Lowndes, GA",38.84
"Lumpkin, GA",38.14
"McDuffie, GA",39.15
"McIntosh, GA",40.48
"Macon, GA",40.53
"Madison, GA",38.93
"Marion, GA",40.87
"Meriwether, GA",39.18
"Miller, GA",39.06
"Mitchell, GA",40.85
"Monroe, GA",37.54
"Montgomery, GA",39.75
"Morgan, GA",36.83
"Murray, GA",40.93
"Muscogee, GA",37.02
"Newton, GA",38.43
"Oconee, GA",33.4
"Oglethorpe, GA",37.81
"Paulding, GA",37.21
"Peach, GA",38.62
"Pickens, GA",38.15
"Pierce, GA",38.74
"Pike, GA",37.49
"Polk, GA",41.44
"Pulaski, GA",38.78
"Putnam, GA",38.39
"Quitman, GA",42.36
"Rabun, GA",38.97
"Randolph, GA",41.84
"Richmond, GA",39.11
"Rockdale, GA",35.19
"Schley, GA",39.68
"Screven, GA",39.66
"Seminole, GA",40.71
"Spalding, GA",39.59
"Stephens, GA",39.3
"Stewart, GA",40.75
"Sumter, GA",39.47
"Talbot, GA",41.11
"Taliaferro, GA",43.23
"Tattnall, GA",40.22
"Taylor, GA",41.11
"Telfair, GA",42.55
"Terrell, GA",41.81
"Thomas, GA",39.79
"Tift, GA",39.77
"Toombs, GA",39.81
"Towns, GA",37.62
"Treutlen, GA",42.52
"Troup, GA",37.93
"Turner, GA",40.2
"Twiggs, GA",41.63
"Union, GA",38.66
"Upson, GA",38.68
"Walker, GA",40.05
"Walton, GA",38.25
"Ware, GA",40.4
"Warren, GA",41.41
"Washington, GA",40.52
"Wayne, GA",39.7
"Webster, GA",39.53
"Wheeler, GA",43.13
"White, GA",37.86
"Whitfield, GA",38.89
"Wilcox, GA",42.93
"Wilkes, GA",39.62
"Wilkinson, GA",38.85
"Worth, GA",42.37
"Hawaii, HI",32.39
"Honolulu, HI",30.17
"Kalawao, HI",34.3
"Kauai, HI",32.75
"Maui, HI",34.3
"Ada, ID",32.97
"Adams, ID",38.05
"Bannock, ID",35.33
"Bear Lake, ID",35.58
"Benewah, ID",35.18
"Bingham, ID",35.71
"Blaine, ID",28.77
"Boise, ID",34.86
"Bonner, ID",36.41
"Bonneville, ID",33.97
"Boundary, ID",35.79
"Butte, ID",36.51
"Camas, ID",36.33
"Canyon, ID",36.83
"Caribou, ID",35.05
"Cassia, ID",35.99
"Clark, ID",36.6
"Clearwater, ID",36.28
"Custer, ID",36.18
"Elmore, ID",36.26
"Franklin, ID",35.78
"Fremont, ID",36.15
"Gem, ID",37.41
"Gooding, ID",37.72
"Idaho, ID",36.98
"Jefferson, ID",34.82
"Jerome, ID",34.91
"Kootenai, ID",36.55
"Latah, ID",33.38
"Lemhi, ID",37.25
"Lewis, ID",37.21
"Lincoln, ID",34.23
"Madison, ID",39.23
"Minidoka, ID",36.8
"Nez Perce, ID",35.47
"Oneida, ID",35.75
"Owyhee, ID",36.29
"Payette, ID",37.92
"Power, ID",34.95
"Shoshone, ID",36.4
"Teton, ID",31.62
"Twin Falls, ID",35.98
"Valley, ID",32.73
"Washington, ID",36.16
"Adams, IL",36.83
"Alexander, IL",41.95
"Bond, IL",38.02
"Boone, IL",35.85
"Brown, IL",39.77
"Bureau, IL",36.34
"Calhoun, IL",37.16
"Carroll, IL",36.26
"Cass, IL",36.23
"Champaign, IL",35.5
"Christian, IL",38.83
"Clark, IL",38.83
"Clay, IL",39.01
"Clinton, IL",35.75
"Coles, IL",38.13
"Cook, IL",35.34
"Crawford, IL",39.0
"Cumberland, IL",38.41
"DeKalb, IL",36.54
"De Witt, IL",37.89
"Douglas, IL",36.82
"DuPage, IL",30.84
"Edgar, IL",37.86
"Edwards, IL",39.44
"Effingham, IL",37.17
"Fayette, IL",40.86
"Ford, IL",36.81
"Franklin, IL",39.18
"Fulton, IL",37.8
"Gallatin, IL",40.24
"Greene, IL",38.44
"Grundy, IL",36.83
"Hamilton, IL",40.19
"Hancock, IL",36.66
"Hardin, IL",39.54
"Henderson, IL",37.74
"Henry, IL",36.85
"Iroquois, IL",38.54
"Jackson, IL",36.59
"Jasper, IL",38.33
"Jefferson, IL",39.49
"Jersey, IL",37.38
"Jo Daviess, IL",37.38
"Johnson, IL",40.18
"Kane, IL",33.47
"Kankakee, IL",37.97
"Kendall, IL",36.23
"Knox, IL",37.32
"Lake, IL",30.94
"LaSalle, IL",37.34
"Lawrence, IL",38.32
"Lee, IL",37.49
"Livingston, IL",37.83
"Logan, IL",37.22
"McDonough, IL",37.97
"McHenry, IL",33.96
"McLean, IL",31.76
"Macon, IL",37.37
"Macoupin, IL",38.46
"Madison, IL",36.93
"Marion, IL",39.44
"Marshall, IL",37.04
"Mason, IL",38.45
"Massac, IL",39.27
"Menard, IL",36.0
"Mercer, IL",37.01
"Monroe, IL",36.82
"Montgomery, IL",38.09
"Morgan, IL",36.34
"Moultrie, IL",36.78
"Ogle, IL",36.03
"Peoria, IL",35.53
"Perry, IL",38.71
"Piatt, IL",36.06
"Pike, IL",38.58
"Pope, IL",39.29
"Pulaski, IL",41.27
"Putnam, IL",37.88
"Randolph, IL",39.01
"Richland, IL",38.21
"Rock Island, IL",35.99
"St. Clair, IL",38.63
"Saline, IL",39.19
"Sangamon, IL",34.72
"Schuyler, IL",37.59
"Scott, IL",37.17
"Shelby, IL",37.89
"Stark, IL",36.13
"Stephenson, IL",37.45
"Tazewell, IL",36.52
"Union, IL",38.71
"Vermilion, IL",39.19
"Wabash, IL",38.95
"Warren, IL",36.98
"Washington, IL",38.66
"Wayne, IL",39.17
"White, IL",38.77
"Whiteside, IL",37.0
"Will, IL",35.2
"Williamson, IL",37.83
"Winnebago, IL",36.19
"Woodford, IL",35.25
"Adams, IN",38.52
"Allen, IN",35.87
"Bartholomew, IN",35.63
"Benton, IN",37.29
"Blackford, IN",37.52
"Boone, IN",35.35
"Brown, IN",36.43
"Carroll, IN",37.79
"Cass, IN",38.27
"Clark, IN",37.54
"Clay, IN",38.49
"Clinton, IN",37.67
"Crawford, IN",39.7
"Daviess, IN",40.06
"Dearborn, IN",37.3
"Decatur, IN",38.66
"DeKalb, IN",37.02
"Delaware, IN",38.0
"Dubois, IN",36.16
"Elkhart, IN",36.38
"Fayette, IN",40.09
"Floyd, IN",37.13
"Fountain, IN",38.3
"Franklin, IN",38.13
"Fulton, IN",37.31
"Gibson, IN",39.21
"Grant, IN",39.74
"Greene, IN",39.2
"Hamilton, IN",29.87
"Hancock, IN",36.56
"Harrison, IN",37.99
"Hendricks, IN",36.29
"Henry, IN",38.52
"Howard, IN",36.72
"Huntington, IN",37.04
"Jackson, IN",36.95
"Jasper, IN",37.53
"Jay, IN",38.51
"Jefferson, IN",37.69
"Jennings, IN",38.64
"Johnson, IN",35.51
"Knox, IN",38.55
"Kosciusko, IN",35.53
"LaGrange, IN",39.28
"Lake, IN",37.03
"LaPorte, IN",37.89
"Lawrence, IN",39.04
"Madison, IN",37.86
"Marion, IN",36.87
"Marshall, IN",36.47
"Martin, IN",40.77
"Miami, IN",38.58
"Monroe, IN",35.23
"Montgomery, IN",37.78
"Morgan, IN",38.53
"Newton, IN",38.52
"Noble, IN",36.81
"Ohio, IN",38.45
"Orange, IN",38.36
"Owen, IN",39.83
"Parke, IN",38.52
"Perry, IN",39.01
"Pike, IN",38.77
"Porter, IN",35.24
"Posey, IN",38.11
"Pulaski, IN",38.07
"Putnam, IN",38.44
"Randolph, IN",39.55
"Ripley, IN",37.99
"Rush, IN",38.05
"St. Joseph, IN",36.2
"Scott, IN",39.18
"Shelby, IN",38.22
"Spencer, IN",38.25
"Starke, IN",39.58
"Steuben, IN",36.78
"Sullivan, IN",39.22
"Switzerland, IN",39.99
"Tippecanoe, IN",35.18
"Tipton, IN",38.75
"Union, IN",37.41
"Vanderburgh, IN",36.64
"Vermillion, IN",39.29
"Vigo, IN",37.8
"Wabash, IN",37.34
"Warren, IN",36.61
"Warrick, IN",35.28
"Washington, IN",38.93
"Wayne, IN",39.66
"Wells, IN",35.79
"White, IN",37.65
"Whitley, IN",36.67
"Adair, IA",35.65
"Adams, IA",36.53
"Allamakee, IA",34.47
"Appanoose, IA",37.94
"Audubon, IA",36.84
"Benton, IA",36.88
"Black Hawk, IA",34.72
"Boone, IA",35.62
"Bremer, IA",33.86
"Buchanan, IA",36.41
"Buena Vista, IA",34.27
"Butler, IA",36.52
"Calhoun, IA",37.27
"Carroll, IA",35.43
"Cass, IA",35.3
"Cedar, IA",36.09
"Cerro Gordo, IA",34.93
"Cherokee, IA",35.44
"Chickasaw, IA",36.25
"Clarke, IA",36.36
"Clay, IA",34.73
"Clayton, IA",36.65
"Clinton, IA",36.91
"Crawford, IA",35.42
"Dallas, IA",33.74
"Davis, IA",38.4
"Decatur, IA",36.82
"Delaware, IA",36.4
"Des Moines, IA",35.99
"Dickinson, IA",35.15
"Dubuque, IA",35.15
"Emmet, IA",36.92
"Fayette, IA",35.99
"Floyd, IA",36.45
"Franklin, IA",35.51
"Fremont, IA",36.46
"Greene, IA",36.11
"Grundy, IA",35.16
"Guthrie, IA",35.95
"Hamilton, IA",35.57
"Hancock, IA",36.45
"Hardin, IA",35.56
"Harrison, IA",36.98
"Henry, IA",36.53
"Howard, IA",34.98
"Humboldt, IA",36.68
"Ida, IA",37.19
"Iowa, IA",36.14
"Jackson, IA",36.27
"Jasper, IA",36.22
"Jefferson, IA",34.72
"Johnson, IA",31.88
"Jones, IA",35.86
"Keokuk, IA",37.14
"Kossuth, IA",36.68
"Lee, IA",37.29
"Linn, IA",33.99
"Louisa, IA",36.34
"Lucas, IA",37.04
"Lyon, IA",36.04
"Madison, IA",36.78
"Mahaska, IA",36.65
"Marion, IA",35.78
"Marshall, IA",35.38
"Mills, IA",36.25
"Mitchell, IA",36.57
"Monona, IA",35.96
"Monroe, IA",36.67
"Montgomery, IA",37.29
"Muscatine, IA",36.24
"O'Brien, IA",36.6
"Osceola, IA",36.93
"Page, IA",36.54
"Palo Alto, IA",38.21
"Plymouth, IA",36.46
"Pocahontas, IA",35.44
"Polk, IA",33.08
"Pottawattamie, IA",37.94
"Poweshiek, IA",35.04
"Ringgold, IA",37.88
"Sac, IA",37.19
"Scott, IA",34.55
"Shelby, IA",35.63
"Sioux, IA",35.42
"Story, IA",33.92
"Tama, IA",35.95
"Taylor, IA",37.1
"Union, IA",36.21
"Van Buren, IA",37.78
"Wapello, IA",37.08
"Warren, IA",35.61
"Washington, IA",37.09
"Wayne, IA",37.44
"Webster, IA",36.48
"Winnebago, IA",35.36
"Winneshiek, IA",34.19
"Woodbury, IA",36.37
"Worth, IA",36.59
"Wright, IA",36.64
"Allen, KS",39.2
"Anderson, KS",37.09
"Atchison, KS",37.26
"Barber, KS",34.72
"Barton, KS",36.57
"Bourbon, KS",37.13
"Brown, KS",35.21
"Butler, KS",36.33
"Chase, KS",36.02
"Chautauqua, KS",38.95
"Cherokee, KS",38.3
"Cheyenne, KS",35.35
"Clark, KS",33.47
"Clay, KS",35.79
"Cloud, KS",36.97
"Coffey, KS",34.57
"Comanche, KS",37.66
"Cowley, KS",37.01
"Crawford, KS",37.26
"Decatur, KS",34.54
"Dickinson, KS",34.62
"Doniphan, KS",36.81
"Douglas, KS",33.9
"Edwards, KS",35.84
"Elk, KS",38.27
"Ellis, KS",35.56
"Ellsworth, KS",36.97
"Finney, KS",36.02
"Ford, KS",35.78
"Franklin, KS",36.16
"Geary, KS",36.86
"Gove, KS",34.11
"Graham, KS",36.61
"Grant, KS",34.53
"Gray, KS",35.84
"Greeley, KS",34.63
"Greenwood, KS",37.7
"Hamilton, KS",34.27
"Harper, KS",38.96
"Harvey, KS",34.66
"Haskell, KS",35.02
"Hodgeman, KS",34.94
"Jackson, KS",35.77
"Jefferson, KS",38.25
"Jewell, KS",37.01
"Johnson, KS",29.46
"Kearny, KS",36.55
"Kingman, KS",36.91
"Kiowa, KS",36.58
"Labette, KS",37.84
"Lane, KS",36.44
"Leavenworth, KS",36.18
"Lincoln, KS",36.31
"Linn, KS",37.71
"Logan, KS",36.04
"Lyon, KS",34.8
"McPherson, KS",34.06
"Marion, KS",36.32
"Marshall, KS",35.88
"Meade, KS",35.77
"Miami, KS",36.04
"Mitchell, KS",35.61
"Montgomery, KS",38.68
"Morris, KS",37.41
"Morton, KS",36.5
"Nemaha, KS",35.56
"Neosho, KS",37.33
"Ness, KS",35.43
"Norton, KS",36.03
"Osage, KS",36.56
"Osborne, KS",36.01
"Ottawa, KS",35.38
"Pawnee, KS",37.29
"Phillips, KS",36.3
