county_state,hd_deaths_per100k_over65
"Yamhill, OR",937.6
"Yancey, NC",1022.2
"Yankton, SD",1048.2
"Yates, NY",986.3
"Yavapai, AZ",873.4
"Yazoo, MS",1048.5
"Yell, AR",1430.1
"Yellow Medicine, MN",909.1
"Yellowstone, MT",1061.6
"Yoakum, TX",1338.8
"Yolo, CA",857.2
"York, ME",870.5
"York, NE",1079.4
"York, PA",967.4
"York, SC",901.4
"York, VA",811.4
"Young, TX",1426.8
"Yuba, CA",1138.4
"Yuma, AZ",842.6
"Yuma, CO",817.0
"Zapata, TX",859.1
"Zavala, TX",1316.1
"Ziebach, SD",896.5
