county_state,2012 Both Sexes,cig_total_mean,cig_daily_mean,deaths-per-100k
"Lincoln, AR",34.4,30.6,21.84,1426.6
"Lincoln, CO",53.3,23.7,17.08,844.4
"Lincoln, GA",39.3,25.53,18.49,932.9
"Lincoln, ID",45.2,21.76,15.87,1111.5
"Lincoln, KS",46.9,22.73,16.82,937.6
"Lincoln, KY",28.4,31.18,25.75,1138.8
"Lincoln, LA",44.5,19.95,13.84,923.8
"Lincoln, ME",65.2,20.2,14.32,951.0
"Lincoln, MN",61.6,20.6,15.0,952.5
"Lincoln, MO",49.6,27.51,21.71,1069.2
"Lincoln, MS",35.0,26.1,18.8,1450.8
"Lincoln, MT",63.1,21.41,16.08,920.8
"Lincoln, NC",45.4,22.87,17.28,1010.7
"Lincoln, NE",57.3,22.13,16.54,794.5
"Lincoln, NM",51.2,22.33,14.95,911.4
"Lincoln, NV",39.5,22.87,16.88,979.1
"Lincoln, OK",40.3,29.5,21.62,1352.8
"Lincoln, OR",62.7,23.72,17.09,892.3
"Lincoln, SD",64.5,16.03,11.33,824.0
"Lincoln, TN",33.2,27.14,20.99,1511.1
"Lincoln, WA",63.4,19.71,14.44,950.2
"Lincoln, WI",64.7,23.53,18.13,1075.5
"Lincoln, WV",22.7,31.36,26.46,1111.3
"Lincoln, WY",39.7,18.11,12.84,917.8
"Linn, IA",65.1,20.25,14.55,920.3
"Linn, KS",43.1,24.0,17.92,998.9
"Linn, MO",49.6,27.66,22.15,1306.2
"Linn, OR",57.8,23.11,16.5,1009.4
"Lipscomb, TX",45.1,19.27,13.16,1340.3
"Litchfield, CT",68.1,19.21,13.57,947.6
"Little River, AR",38.1,27.4,20.3,1330.8
"Live Oak, TX",44.3,21.2,14.28,1121.6
"Livingston, IL",53.3,26.27,19.84,1190.9
"Livingston, KY",34.6,30.0,24.13,1112.0
"Livingston, LA",48.4,26.18,20.68,1262.8
"Livingston, MI",65.3,19.16,13.63,1274.3
"Livingston, MO",48.9,25.97,20.54,957.5
"Livingston, NY",63.0,20.34,14.69,929.6
"Llano, TX",56.3,24.21,17.88,792.4
"Logan, AR",37.3,28.69,22.89,1360.7
"Logan, CO",59.1,25.28,18.54,887.9
"Logan, IL",52.5,25.64,19.73,1038.4
"Logan, KS",50.9,22.03,16.26,915.7
"Logan, KY",34.0,30.23,24.12,1193.6
"Logan, ND",66.9,24.29,18.84,791.0
"Logan, NE",61.0,20.93,15.5,908.0
"Logan, OH",48.2,25.92,20.31,1272.9
"Logan, OK",47.5,23.36,16.82,1199.2
"Logan, WV",23.7,32.03,26.83,1372.7
"Long, GA",38.8,24.85,17.92,1004.3
"Lonoke, AR",43.2,25.34,18.82,1085.5
"Lorain, OH",62.6,23.2,17.07,984.5
"Los Alamos, NM",61.4,13.17,8.18,761.4
"Los Angeles, CA",52.9,13.37,8.31,952.9
"Loudon, TN",39.3,23.76,18.2,894.5
"Loudoun, VA",64.6,11.74,7.36,717.6
"Louisa, IA",53.0,22.89,16.76,1024.0
"Louisa, VA",48.8,24.17,17.72,1127.6
"Loup, NE",53.6,24.24,18.4,1281.5
"Love, OK",36.8,25.02,18.66,1123.6
"Loving, TX",55.8,27.19,20.62,
"Lowndes, AL",38.2,25.5,16.64,1266.4
"Lowndes, GA",46.1,23.29,16.27,1165.3
"Lowndes, MS",41.6,23.36,15.89,1200.1
"Lubbock, TX",49.2,20.36,13.66,1295.2
"Lucas, IA",56.7,25.38,19.95,1245.8
"Lucas, OH",59.3,25.27,19.08,1329.8
"Luce, MI",55.9,26.69,19.67,1090.0
"Lumpkin, GA",50.1,21.74,15.99,973.9
"Luna, NM",44.8,22.47,14.46,1229.1
"Lunenburg, VA",41.2,28.4,20.18,1192.7
"Luzerne, PA",61.5,24.41,18.09,1354.1
"Lycoming, PA",55.9,22.34,17.22,1049.9
"Lyman, SD",52.4,25.6,17.53,920.4
"Lynn, TX",40.0,20.39,13.67,1243.7
"Lyon, IA",61.6,20.82,15.59,912.4
"Lyon, KS",50.5,21.71,15.79,1180.4
"Lyon, KY",35.2,29.28,22.95,1020.9
"Lyon, MN",63.0,19.59,13.82,782.5
"Lyon, NV",61.1,26.97,20.21,1153.3
"Mackinac, MI",63.7,25.16,18.18,1111.0
"Macomb, MI",62.5,25.44,18.55,1285.6
"Macon, AL",41.8,24.63,16.09,1435.7
"Macon, GA",37.6,27.57,18.89,1320.5
"Macon, IL",52.8,24.6,18.55,986.3
"Macon, MO",48.0,26.46,21.29,1201.7
"Macon, NC",46.8,24.37,17.14,807.9
"Macon, TN",31.6,29.53,23.46,1380.7
"Macoupin, IL",54.2,25.8,19.46,1228.3
"Madera, CA",48.6,19.37,13.39,947.4
"Madison, AL",50.7,19.97,14.04,1235.4
"Madison, AR",38.2,28.31,22.09,1830.6
"Madison, FL",40.6,25.86,18.4,1159.3
"Madison, GA",39.7,26.14,19.43,1101.0
"Madison, IA",56.8,21.05,16.09,991.4
"Madison, ID",11.0,13.06,9.55,1639.6
"Madison, IL",57.4,23.89,18.52,1253.5
"Madison, IN",47.9,27.68,21.29,1035.5
"Madison, KY",42.0,24.55,18.64,1126.9
"Madison, LA",42.4,29.6,21.36,2035.0
"Madison, MO",41.7,29.09,23.37,1313.5
"Madison, MS",55.8,16.81,11.01,1408.0
"Madison, MT",68.7,17.78,12.22,754.1
"Madison, NC",37.0,25.31,18.84,1095.5
"Madison, NE",64.4,20.61,14.66,1081.8
"Madison, NY",62.3,20.31,14.53,881.9
"Madison, OH",49.0,26.19,19.65,1138.5
"Madison, TN",39.9,23.27,16.78,1176.6
"Madison, TX",41.3,25.42,17.95,1196.6
"Madison, VA",51.6,24.05,18.07,905.7
"Magoffin, KY",22.5,31.65,25.97,1371.0
"Mahaska, IA",55.4,22.61,17.12,1208.9
"Mahnomen, MN",52.5,28.03,19.87,900.2
"Mahoning, OH",57.2,27.19,20.26,1415.8
"Major, OK",40.4,23.46,17.75,1329.2
"Malheur, OR",42.4,23.85,17.16,1195.2
"Manatee, FL",62.0,22.87,16.72,774.5
"Manistee, MI",58.8,23.98,17.63,1021.2
"Manitowoc, WI",69.1,20.92,16.01,1076.7
"Marathon, WI",68.5,20.98,15.87,1050.3
"Marengo, AL",38.6,21.48,14.59,1602.1
"Maricopa, AZ",56.4,19.71,13.14,866.7
"Maries, MO",47.1,26.11,19.96,1136.2
"Marin, CA",72.7,12.24,7.72,624.8
"Marinette, WI",66.9,25.5,19.71,1309.0
"Marion, AL",28.9,26.78,20.84,1477.3
"Marion, AR",44.3,28.33,21.57,1306.4
"Marion, FL",57.9,24.7,18.34,1229.8
"Marion, GA",37.0,28.8,21.08,1337.6
"Marion, IA",58.6,19.71,14.84,1221.0
"Marion, IL",45.3,25.76,20.08,1401.8
"Marion, IN",52.8,25.73,18.7,1085.0
"Marion, KS",46.8,21.9,16.62,1074.4
"Marion, KY",50.4,28.95,23.46,1118.2
"Marion, MO",51.8,27.96,22.61,1200.8
"Marion, MS",35.6,26.54,19.41,1304.7
"Marion, OH",46.5,28.17,22.59,1265.8
"Marion, OR",56.8,20.32,14.05,856.0
"Marion, SC",36.1,24.67,15.95,1292.0
"Marion, TN",34.3,27.76,21.59,1351.1
"Marion, TX",41.9,25.5,18.5,1079.1
"Marion, WV",41.3,25.64,20.96,1674.8
"Mariposa, CA",59.5,18.9,13.91,1008.1
"Marlboro, SC",34.9,26.88,18.94,1560.8
"Marquette, MI",65.7,20.93,14.98,1105.8
"Marquette, WI",60.4,26.32,19.58,930.1
"Marshall, AL",38.1,27.46,21.02,1396.4
"Marshall, IA",56.8,22.35,17.04,1369.3
"Marshall, IL",57.0,22.78,16.89,1172.5
"Marshall, IN",48.9,24.64,18.83,1182.7
"Marshall, KS",56.8,24.74,19.37,945.5
"Marshall, KY",39.6,27.63,22.22,1139.8
"Marshall, MN",62.3,21.55,15.7,880.3
"Marshall, MS",38.5,28.65,21.18,1170.0
"Marshall, OK",40.9,26.82,19.78,1144.4
"Marshall, SD",56.6,22.17,15.67,917.4
"Marshall, TN",33.1,27.26,21.15,1431.8
"Marshall, WV",41.9,28.49,23.07,1196.8
"Martin, FL",67.0,20.98,15.14,734.1
"Martin, IN",50.8,27.4,21.31,1114.3
"Martin, KY",22.6,32.65,25.3,1187.3
"Martin, MN",61.2,22.36,16.47,987.9
"Martin, NC",36.7,24.93,18.13,1069.0
"Martin, TX",39.7,21.42,14.55,1175.5
"Mason, IL",50.4,25.05,19.32,1041.3
"Mason, KY",42.6,29.01,23.62,1349.0
"Mason, MI",58.2,22.69,16.98,1068.6
"Mason, TX",52.7,17.4,11.69,689.0
"Mason, WA",61.2,24.36,17.61,949.4
"Mason, WV",29.5,32.36,27.32,1111.1
"Massac, IL",43.1,24.16,18.19,1068.9
"Matagorda, TX",48.3,20.83,14.12,1272.3
"Mathews, VA",55.3,21.21,15.54,954.8
"Maury, TN",40.8,27.07,20.37,1156.1
"Maverick, TX",41.8,16.1,9.24,964.1
"Mayes, OK",38.8,29.79,22.75,1592.6
"McClain, OK",44.0,23.99,17.95,1263.5
"McCone, MT",61.5,20.65,15.22,1059.4
"McCook, SD",58.5,20.22,14.61,1105.6
"McCormick, SC",44.6,23.51,15.6,845.9
"McCracken, KY",48.3,26.2,20.22,1087.7
"McCreary, KY",25.1,34.34,27.53,1437.1
"McCulloch, TX",48.2,22.0,15.61,1363.4
"McCurtain, OK",37.8,28.87,21.41,1517.1
"McDonald, MO",38.4,29.81,23.71,1248.4
"McDonough, IL",53.1,19.03,13.67,1129.3
"McDowell, NC",37.7,28.0,21.67,992.1
"McDowell, WV",18.6,33.87,28.0,1246.5
"McDuffie, GA",38.6,25.92,18.83,1151.5
"McHenry, IL",68.6,18.57,13.02,995.9
"McHenry, ND",60.6,25.31,19.16,957.9
"McIntosh, GA",44.5,25.89,18.25,741.0
"McIntosh, ND",63.1,22.37,16.81,1162.2
"McIntosh, OK",42.8,29.86,22.67,1611.0
"McKean, PA",54.8,27.26,20.91,1300.7
"McKenzie, ND",56.5,25.03,18.17,1032.5
"McKinley, NM",31.6,23.52,15.28,893.2
"McLean, IL",58.0,16.29,11.26,1050.6
"McLean, KY",32.2,28.46,22.84,1196.4
"McLean, ND",63.1,22.84,16.84,1080.5
"McLennan, TX",51.8,20.7,14.4,1062.6
"McLeod, MN",63.3,21.86,15.74,891.6
"McMinn, TN",30.3,27.66,21.47,1293.6
"McMullen, TX",41.5,25.15,17.42,996.7
"McNairy, TN",29.2,27.56,20.85,1651.0
"McPherson, KS",49.1,20.35,15.73,1004.7
"McPherson, NE",53.9,16.79,11.87,733.7
"McPherson, SD",55.4,21.52,15.81,906.6
"Meade, KS",48.8,19.47,13.85,1186.5
"Meade, KY",40.3,28.28,22.69,1081.9
"Meade, SD",61.3,22.23,16.32,908.6
"Meagher, MT",63.9,26.6,20.24,980.2
"Mecklenburg, NC",57.1,15.77,10.56,796.4
"Mecklenburg, VA",44.0,28.09,19.78,1058.4
"Mecosta, MI",57.0,23.76,17.29,1234.4
"Medina, OH",64.1,21.42,15.3,1044.2
"Medina, TX",50.4,18.38,11.89,1164.8
"Meeker, MN",61.7,21.23,15.59,952.2
"Meigs, OH",40.4,28.5,22.54,1168.2
"Meigs, TN",27.7,30.94,24.79,1364.2
"Mellette, SD",37.4,29.43,19.92,1119.2
"Menard, IL",54.2,22.8,17.11,973.7
"Menard, TX",48.2,20.86,13.97,1149.5
"Mendocino, CA",62.4,22.03,15.12,933.3
"Menifee, KY",27.1,33.31,27.37,933.3
"Menominee, MI",63.9,25.47,19.65,1244.4
"Menominee, WI",52.4,33.68,22.61,1060.4
"Merced, CA",46.5,18.25,12.65,1013.1
"Mercer, IL",54.9,23.59,18.23,1152.2
"Mercer, KY",35.0,28.49,22.69,1267.8
"Mercer, MO",48.5,26.08,20.57,1103.0
"Mercer, ND",63.7,23.16,17.6,931.1
"Mercer, NJ",61.3,17.43,10.81,1025.7
"Mercer, OH",63.0,22.58,17.6,1741.8
"Mercer, PA",54.3,25.22,19.19,1292.7
"Mercer, WV",29.8,28.86,23.16,1227.4
"Meriwether, GA",40.1,28.3,20.75,1451.1
"Merrick, NE",62.2,22.73,17.38,980.4
"Merrimack, NH",68.0,17.76,13.46,978.5
"Mesa, CO",58.0,21.59,16.27,1076.0
"Metcalfe, KY",25.7,32.0,26.35,1379.0
"Miami, IN",42.1,30.2,23.44,1228.1
"Miami, KS",52.0,23.49,17.67,986.1
"Miami, OH",53.7,24.46,18.5,1131.6
"Miami-Dade, FL",53.3,16.18,8.84,947.5
"Middlesex, CT",69.6,17.35,12.36,946.4
"Middlesex, MA",67.0,15.83,11.17,820.1
"Middlesex, NJ",59.0,15.24,9.79,1012.6
"Middlesex, VA",56.2,20.54,14.37,896.7
"Midland, MI",60.4,19.59,14.18,962.1
"Midland, TX",52.1,19.6,13.69,1083.5
"Mifflin, PA",44.1,25.16,20.36,1047.7
"Milam, TX",48.0,22.5,16.02,976.6
"Millard, UT",19.5,19.22,13.89,846.8
"Mille Lacs, MN",58.7,23.58,17.1,902.7
"Miller, AR",43.2,28.29,21.36,1278.8
"Miller, GA",45.7,24.98,18.25,1289.8
"Miller, MO",45.7,27.63,21.56,1093.0
"Mills, IA",57.8,21.38,16.1,915.5
"Mills, TX",39.5,20.81,14.84,1083.8
"Milwaukee, WI",61.3,23.56,15.36,1144.7
"Miner, SD",66.4,20.5,14.95,1025.7
"Mineral, CO",51.1,15.62,10.35,737.4
"Mineral, MT",63.4,25.88,19.34,978.4
"Mineral, NV",55.1,31.97,24.51,1026.5
"Mineral, WV",39.4,29.54,23.74,1229.3
"Mingo, WV",23.5,31.95,25.77,1459.2
"Minidoka, ID",35.5,21.88,16.36,1110.6
"Minnehaha, SD",62.6,21.28,15.49,1117.4
"Missaukee, MI",53.4,24.29,18.17,1118.0
"Mississippi, AR",32.2,29.41,22.06,1730.9
"Mississippi, MO",37.5,32.3,25.65,1535.7
"Missoula, MT",65.8,18.47,12.95,970.6
"Mitchell, GA",36.7,27.03,19.35,1127.4
"Mitchell, IA",62.8,22.46,17.19,1543.7
"Mitchell, KS",58.1,20.48,15.23,1243.4
"Mitchell, NC",36.2,26.29,19.76,1185.9
"Mitchell, TX",40.8,23.74,16.58,1290.6
"Mobile, AL",48.3,25.03,18.13,1319.6
"Modoc, CA",60.3,20.94,14.55,1091.4
"Moffat, CO",61.4,23.03,17.69,908.7
"Mohave, AZ",58.1,29.22,21.85,1187.9
"Moniteau, MO",48.8,26.54,20.73,1029.7
"Monmouth, NJ",68.4,17.75,11.19,1070.1
"Mono, CA",62.4,17.58,12.03,789.4
"Monona, IA",59.9,25.1,19.39,1419.4
"Monongalia, WV",46.1,21.0,16.26,1156.3
"Monroe, AL",36.1,26.29,19.72,1153.3
"Monroe, AR",35.7,27.62,20.22,1714.9
"Monroe, FL",68.9,20.12,13.29,777.6
"Monroe, GA",46.0,23.68,17.03,1106.9
"Monroe, IA",59.5,22.72,17.4,1230.2
"Monroe, IL",61.8,20.59,15.82,1105.8
"Monroe, IN",55.3,17.3,11.75,958.8
"Monroe, KY",27.2,30.5,24.62,1637.8
"Monroe, MI",60.9,24.64,18.83,1266.5
"Monroe, MO",48.3,27.1,21.67,1113.3
"Monroe, MS",37.1,26.61,19.26,1139.8
"Monroe, NY",63.8,16.89,11.8,874.7
"Monroe, OH",42.9,25.84,19.78,1068.5
"Monroe, PA",58.5,22.28,15.79,1185.0
"Monroe, TN",30.0,29.27,22.81,1139.3
"Monroe, WI",63.2,24.91,19.53,990.4
"Monroe, WV",34.1,27.96,22.62,1144.1
"Montague, TX",44.2,23.82,18.03,1230.1
"Montcalm, MI",53.6,27.39,20.85,1139.8
"Monterey, CA",53.2,15.39,9.65,732.5
"Montezuma, CO",56.1,19.83,13.7,867.1
"Montgomery, AL",49.8,21.57,14.74,1025.0
"Montgomery, AR",36.5,28.13,21.49,1247.0
"Montgomery, GA",32.4,23.68,16.64,1382.7
"Montgomery, IA",59.6,25.02,19.17,1384.0
"Montgomery, IL",47.9,27.7,21.61,1070.5
"Montgomery, IN",46.3,24.94,19.36,1478.6
"Montgomery, KS",41.9,26.12,19.26,1566.9
"Montgomery, KY",36.6,30.88,25.41,1482.5
"Montgomery, MD",64.8,11.51,7.22,658.8
"Montgomery, MO",47.6,29.06,23.09,1369.8
"Montgomery, MS",37.7,27.02,19.2,1366.4
"Montgomery, NC",36.4,24.83,18.07,1090.2
"Montgomery, NY",58.6,23.37,17.37,1130.3
"Montgomery, OH",54.1,24.43,17.74,1046.2
"Montgomery, PA",66.1,16.71,11.78,1003.7
"Montgomery, TN",44.7,23.92,17.78,1196.4
"Montgomery, TX",54.5,18.98,13.14,1105.5
"Montgomery, VA",50.3,17.48,12.53,917.7
"Montmorency, MI",53.0,27.97,21.38,1496.9
"Montour, PA",60.1,22.84,16.91,840.9
"Montrose, CO",60.1,21.8,16.0,942.2
"Moody, SD",61.2,21.75,15.29,1088.0
"Moore, NC",51.3,20.12,13.96,732.4
"Moore, TN",35.6,26.33,20.02,1453.1
"Moore, TX",41.3,20.57,14.17,1328.3
"Mora, NM",48.1,18.46,10.51,696.7
"Morehouse, LA",35.6,28.9,21.35,1628.5
"Morgan, AL",40.8,25.79,18.97,1457.6
"Morgan, CO",53.3,22.95,16.35,843.0
"Morgan, GA",51.3,21.49,15.31,1121.7
"Morgan, IL",52.0,24.28,18.06,1563.8
"Morgan, IN",47.0,27.99,21.7,1222.5
"Morgan, KY",27.0,32.25,26.32,955.8
"Morgan, MO",44.3,28.67,22.6,1113.9
"Morgan, OH",44.3,28.48,22.37,1025.6
"Morgan, TN",27.9,29.85,24.24,1063.4
"Morgan, UT",21.0,11.8,8.49,1063.3
"Morgan, WV",41.0,27.83,21.89,1110.9
"Morrill, NE",51.4,20.31,14.63,1075.7
"Morris, KS",49.2,23.56,17.68,1143.6
"Morris, NJ",68.4,14.03,9.33,982.3
"Morris, TX",41.0,23.92,16.64,1336.3
"Morrison, MN",67.7,21.2,15.34,717.5
"Morrow, OH",47.6,24.51,19.36,1151.8
"Morrow, OR",53.1,24.48,17.85,858.1
"Morton, KS",44.0,21.25,14.78,1272.5
"Morton, ND",66.3,21.79,16.55,895.4
"Motley, TX",34.2,19.96,13.92,1182.1
"Moultrie, IL",49.3,24.94,19.62,1022.9
"Mountrail, ND",55.5,26.26,18.41,1474.3
"Mower, MN",62.8,21.98,16.27,1001.3
"Muhlenberg, KY",30.0,29.8,24.36,1440.6
"Multnomah, OR",65.1,19.25,12.98,872.0
"Murray, GA",33.5,29.16,22.11,1210.0
"Murray, MN",62.7,21.18,15.52,801.9
"Murray, OK",42.9,28.57,21.87,1425.0
"Muscatine, IA",60.2,23.84,18.08,1034.4
"Muscogee, GA",49.6,23.14,16.14,1372.9
"Muskegon, MI",56.1,27.17,20.7,1021.6
"Muskingum, OH",46.9,27.38,21.81,1137.6
"Muskogee, OK",39.6,29.76,22.29,1914.4
"Musselshell, MT",57.9,23.58,17.61,1089.9
"Nacogdoches, TX",45.2,20.62,14.34,1143.9
"Nance, NE",68.8,23.43,17.63,1117.2
"Nantucket, MA",72.0,15.51,10.2,866.2
"Napa, CA",65.2,15.36,10.28,872.4
"Nash, NC",43.3,24.47,17.52,1141.3
"Nassau, FL",54.3,22.85,17.11,943.3
"Nassau, NY",66.2,15.02,9.52,1270.5
"Natchitoches, LA",44.1,24.3,18.08,1238.1
"Natrona, WY",57.2,25.11,18.83,961.1
"Navajo, AZ",39.3,24.48,16.83,885.5
"Navarro, TX",44.9,23.54,16.35,1235.2
"Nelson, KY",50.4,29.13,24.12,1015.1
"Nelson, ND",68.1,22.21,16.53,1051.6
"Nelson, VA",46.8,22.69,16.56,993.4
"Nemaha, KS",59.0,22.49,17.06,909.7
"Nemaha, NE",61.9,20.99,15.64,981.3
"Neosho, KS",44.7,26.8,20.63,1278.2
"Neshoba, MS",35.9,28.74,22.01,2051.2
"Ness, KS",54.5,21.55,15.58,1016.1
"Nevada, AR",40.5,27.02,20.11,1361.8
"Nevada, CA",66.6,16.42,11.09,886.9
"New Castle, DE",60.7,19.85,14.16,945.4
"New Hanover, NC",60.2,20.8,14.95,895.2
"New Haven, CT",62.7,19.12,13.39,947.0
"New Kent, VA",53.3,23.09,16.49,1104.1
"New London, CT",66.2,18.83,13.24,929.0
"New Madrid, MO",39.6,29.79,23.67,1398.9
"New York, NY",64.6,14.19,7.68,882.2
"Newaygo, MI",53.1,26.09,20.04,1096.1
"Newberry, SC",50.7,25.54,17.34,994.9
"Newport, RI",72.0,17.24,11.96,851.1
"Newton, AR",38.4,25.7,20.0,1761.4
"Newton, GA",45.7,22.81,15.84,1128.8
"Newton, IN",51.3,29.56,22.79,1227.3
"Newton, MO",43.7,26.72,21.27,1335.0
"Newton, MS",33.4,24.88,18.74,1337.9
"Newton, TX",41.2,26.92,19.55,1547.7
"Nez Perce, ID",62.1,24.09,17.84,1038.1
"Niagara, NY",61.2,22.57,16.5,1303.0
"Nicholas, KY",35.5,29.32,23.27,1398.1
"Nicholas, WV",28.4,28.75,23.43,1119.3
"Nicollet, MN",69.9,18.9,13.01,791.7
"Niobrara, WY",53.5,23.58,17.72,899.9
"Noble, IN",47.3,25.65,19.57,1080.7
"Noble, OH",45.7,30.68,24.41,849.4
"Noble, OK",49.0,25.09,18.8,1334.0
"Nobles, MN",57.2,22.58,16.52,850.0
"Nodaway, MO",53.9,23.9,18.2,1227.4
"Nolan, TX",44.3,22.42,16.04,1261.8
"Norfolk, MA",69.9,16.19,11.05,819.1
"Norman, MN",60.6,22.74,16.99,899.0
"Northampton, NC",38.8,27.66,18.92,875.2
"Northampton, PA",60.6,22.53,16.81,1025.7
"Northampton, VA",47.6,23.53,15.74,955.8
"Northumberland, PA",53.8,24.87,19.41,1283.4
"Northumberland, VA",51.4,23.01,16.19,892.4
"Norton, KS",55.5,25.82,19.67,1008.7
"Nottoway, VA",43.3,28.75,21.09,1383.9
"Nowata, OK",42.6,30.16,23.0,1534.4
"Noxubee, MS",38.0,26.91,17.93,1635.1
"Nuckolls, NE",60.0,23.53,17.87,1093.4
"Nueces, TX",52.0,19.26,12.26,936.5
"Nye, NV",56.7,30.45,23.23,1568.8
"O'Brien, IA",62.8,20.12,14.9,1173.4
"Oakland, MI",63.7,18.38,12.17,1229.7
"Obion, TN",30.7,27.37,21.4,1420.0
"Ocean, NJ",64.8,21.63,15.57,1349.7
"Oceana, MI",54.6,24.1,18.1,1046.5
"Ochiltree, TX",41.7,21.71,15.16,1636.9
"Oconee, GA",56.8,15.9,10.55,1090.8
"Oconee, SC",45.4,22.83,16.35,1039.2
"Oconto, WI",66.4,23.5,18.05,1262.5
"Ogemaw, MI",55.5,27.74,20.75,1480.7
"Ogle, IL",59.1,21.8,16.26,1044.0
"Oglethorpe, GA",42.7,23.5,16.68,1098.5
"Ohio, IN",48.7,25.04,19.59,883.9
"Ohio, KY",30.4,29.83,23.59,1364.7
"Ohio, WV",48.1,26.28,21.15,1117.1
"Okaloosa, FL",57.2,21.62,15.65,928.9
"Okanogan, WA",56.0,21.9,15.08,920.9
"Okeechobee, FL",48.1,28.04,20.58,1085.6
"Okfuskee, OK",36.1,31.99,23.75,1552.4
"Oklahoma, OK",50.4,23.85,16.78,1252.5
"Okmulgee, OK",38.6,30.53,22.89,1528.4
"Oktibbeha, MS",47.2,16.26,10.02,959.5
"Oldham, KY",55.7,20.91,15.5,936.5
"Oldham, TX",39.1,19.04,13.24,1306.4
"Oliver, ND",59.6,21.86,16.4,819.8
"Olmsted, MN",65.6,17.13,11.71,889.0
"Oneida, ID",19.3,20.7,15.92,1160.5
"Oneida, NY",60.1,21.28,15.62,1164.9
"Oneida, WI",70.2,22.38,16.29,1056.1
"Onondaga, NY",63.3,18.67,12.75,946.3
"Onslow, NC",49.3,23.0,16.43,1063.9
"Ontario, NY",63.7,17.64,12.54,884.7
"Ontonagon, MI",63.6,23.16,17.36,1242.2
"Orange, CA",59.3,11.85,7.82,888.9
"Orange, FL",57.0,18.68,12.76,931.5
"Orange, IN",43.2,25.85,19.8,1080.9
"Orange, NC",63.0,15.3,9.59,672.9
"Orange, NY",62.3,18.78,13.06,1058.5
"Orange, TX",44.6,26.81,20.2,1639.3
"Orange, VA",53.5,22.82,16.94,956.2
"Orange, VT",65.7,18.55,13.36,1013.5
"Orangeburg, SC",41.6,23.73,15.59,892.6
"Oregon, MO",38.6,28.73,23.08,1309.7
"Orleans, LA",61.2,21.73,15.11,1005.9
"Orleans, NY",56.6,23.26,17.12,1169.8
"Orleans, VT",65.3,22.75,16.92,1118.1
"Osage, KS",48.4,23.76,18.07,928.9
"Osage, MO",53.6,24.5,19.15,1041.0
"Osage, OK",44.7,28.03,20.05,1253.4
"Osborne, KS",48.3,21.34,15.67,1118.7
"Osceola, FL",50.6,20.46,13.96,1026.6
"Osceola, IA",61.2,23.47,17.97,1004.5
"Osceola, MI",51.7,25.17,19.22,1122.8
"Oscoda, MI",53.2,27.68,20.9,1228.9
"Oswego, NY",58.6,23.27,17.31,1232.7
"Otero, CO",51.6,23.87,16.47,1240.4
"Otero, NM",44.0,23.69,16.36,987.8
"Otoe, NE",60.7,21.57,16.42,949.8
"Otsego, MI",62.5,24.39,18.52,1083.0
"Otsego, NY",62.1,19.49,13.77,1134.6
"Ottawa, KS",50.2,22.43,16.6,1050.0
"Ottawa, MI",62.5,19.12,13.78,985.5
"Ottawa, OH",59.6,24.02,18.75,1231.2
"Ottawa, OK",38.7,30.94,23.78,1898.1
"Otter Tail, MN",64.3,20.21,15.0,932.2
"Ouachita, AR",39.9,27.08,19.73,1300.5
"Ouachita, LA",44.1,26.32,18.49,1001.3
"Ouray, CO",74.9,15.24,9.88,591.4
"Outagamie, WI",69.9,19.32,13.97,1028.6
"Overton, TN",32.0,26.6,20.85,1233.6
"Owen, IN",42.5,28.55,21.7,1202.0
"Owen, KY",32.4,26.04,20.3,1304.5
"Owsley, KY",23.4,31.18,25.87,1756.0
"Owyhee, ID",46.8,24.61,18.67,1070.8
"Oxford, ME",60.4,25.06,18.8,891.7
"Ozark, MO",38.9,29.55,23.58,985.5
"Ozaukee, WI",73.3,16.17,11.09,1004.6
"Pacific, WA",62.0,25.03,17.63,1527.1
"Page, IA",55.5,24.82,18.79,1275.4
"Page, VA",46.2,27.75,22.2,1126.2
"Palm Beach, FL",61.8,18.25,12.46,793.2
"Palo Alto, IA",61.8,23.0,17.57,1058.3
"Palo Pinto, TX",43.2,25.08,18.39,1300.1
"Pamlico, NC",45.9,23.13,16.83,1011.7
"Panola, MS",40.0,26.25,19.24,1799.7
"Panola, TX",43.5,25.94,19.44,1044.5
"Park, CO",70.2,20.05,13.37,668.3
"Park, MT",68.7,19.54,14.03,820.9
"Park, WY",58.2,19.18,13.44,964.0
"Parke, IN",42.3,27.57,21.27,1173.2
"Parker, TX",49.0,21.18,15.24,1067.9
"Parmer, TX",37.2,19.78,12.99,1197.7
"Pasco, FL",59.9,25.23,18.78,922.8
"Pasquotank, NC",44.0,23.66,16.81,1443.2
"Passaic, NJ",57.1,18.15,12.04,1020.4
"Patrick, VA",37.7,27.83,21.33,1258.4
"Paulding, GA",49.0,22.24,16.96,1203.4
"Paulding, OH",54.2,24.36,18.58,1062.1
"Pawnee, KS",53.0,22.92,16.8,1012.3
"Pawnee, NE",63.6,23.1,17.69,978.0
"Pawnee, OK",39.9,28.56,20.79,1522.4
"Payette, ID",48.8,24.13,17.74,1172.8
"Payne, OK",49.2,21.05,14.59,1243.5
"Peach, GA",44.7,22.64,15.42,1354.1
"Pearl River, MS",39.1,26.98,21.16,1300.8
"Pecos, TX",47.2,20.38,13.35,940.9
"Pembina, ND",63.3,22.39,16.68,818.0
"Pemiscot, MO",35.9,31.69,24.4,1739.9
